date,INTL_UKX
2025-01-24,8502.35
2025-01-31,8673.96
2025-02-07,8700.53
2025-02-14,8732.46
2025-02-21,8659.37
2025-02-28,8809.74
2025-03-07,8679.88
2025-03-14,8632.33
2025-03-21,8646.79
2025-03-28,8658.85
2025-04-04,8054.98
2025-04-11,7964.18
2025-04-18,8275.66
2025-04-25,8415.25
2025-05-02,8596.35
2025-05-09,8554.8
2025-05-16,8684.56
2025-05-23,8717.97
2025-05-30,8772.38
2025-06-06,8837.91
2025-06-13,8850.63
2025-06-20,8774.65
2025-06-27,8798.91
2025-07-04,8822.91
2025-07-11,8941.12
2025-07-18,8992.12
2025-07-25,9120.31
2025-08-01,9068.58
2025-08-08,9095.73
2025-08-15,9138.9
2025-08-22,9321.4
2025-08-29,9187.34
2025-09-05,9208.21
2025-09-12,9283.29
2025-09-19,9216.67
2025-09-26,9284.83
2025-10-03,9491.25
2025-10-10,9427.47
2025-10-17,9354.57
2025-10-24,9645.62
2025-10-31,9717.25
2025-11-07,9682.57
2025-11-14,9698.37
2025-11-21,9539.71
2025-11-28,9720.51
2025-12-05,9667.01
2025-12-12,9649.03
2025-12-19,9897.42
2025-12-26,9870.68
2026-01-02,9951.14
2026-01-09,10124.6
2026-01-16,10235.29
2026-01-23,10143.44
2026-01-30,10223.54
2026-02-06,10369.75
2026-02-13,10446.35
2026-02-20,10686.89
2026-02-27,10910.55
2026-03-06,10284.75
2026-03-13,10261.15
2026-03-20,9918.33
2026-03-27,9967.35
2026-04-03,10436.29
2026-04-10,10600.53
2026-04-17,10667.63
2026-04-24,10379.08
2026-05-01,10363.93
2026-05-08,10233.07
2026-05-15,10195.37
2026-05-22,10466.26
2026-05-29,10409.28
2026-06-05,10368.05
