date,INTL_JP10Y
2025-11-14,1.71
2025-11-21,1.778
2025-11-28,1.812
2025-12-05,1.947
2025-12-12,1.954
2025-12-19,2.024
2025-12-26,2.041
2026-01-02,2.066
2026-01-09,2.097
2026-01-16,2.19
2026-01-23,2.257
2026-01-30,2.252
2026-02-06,2.231
2026-02-13,2.226
2026-02-20,2.121
2026-02-27,2.12
2026-03-06,2.174
2026-03-13,2.26
2026-03-20,2.277
2026-03-27,2.388
2026-04-03,2.386
2026-04-10,2.438
2026-04-17,2.424
2026-04-24,2.439
2026-05-01,2.518
2026-05-08,2.483
2026-05-15,2.717
2026-05-22,2.763
2026-05-29,2.667
2026-06-05,2.672
