date,INTL_EURUSD
2023-12-08,1.0763
2023-12-15,1.0895
2023-12-22,1.1014
2023-12-29,1.1039
2024-01-05,1.0943
2024-01-12,1.0951
2024-01-19,1.0898
2024-01-26,1.0853
2024-02-02,1.0788
2024-02-09,1.0784
2024-02-16,1.0777
2024-02-23,1.0821
2024-03-01,1.0837
2024-03-08,1.0939
2024-03-15,1.0889
2024-03-22,1.0808
2024-03-29,1.079
2024-04-05,1.0837
2024-04-12,1.0643
2024-04-19,1.0656
2024-04-26,1.0693
2024-05-03,1.0761
2024-05-10,1.0771
2024-05-17,1.0869
2024-05-24,1.0847
2024-05-31,1.0848
2024-06-07,1.0801
2024-06-14,1.0703
2024-06-21,1.0693
2024-06-28,1.0713
2024-07-05,1.084
2024-07-12,1.0907
2024-07-19,1.0882
2024-07-26,1.0856
2024-08-02,1.0911
2024-08-09,1.0917
2024-08-16,1.1027
2024-08-23,1.1192
2024-08-30,1.1048
2024-09-06,1.1084
2024-09-13,1.1075
2024-09-20,1.1162
2024-09-27,1.1162
2024-10-04,1.0974
2024-10-11,1.0937
2024-10-18,1.0867
2024-10-25,1.0796
2024-11-01,1.0834
2024-11-08,1.0718
2024-11-15,1.054
2024-11-22,1.0418
2024-11-29,1.0577
2024-12-06,1.0568
2024-12-13,1.0501
2024-12-20,1.043
2024-12-27,1.0426
2025-01-03,1.0308
2025-01-10,1.0244
2025-01-17,1.0273
2025-01-24,1.0497
2025-01-31,1.0362
2025-02-07,1.0328
2025-02-14,1.0492
2025-02-21,1.0458
2025-02-28,1.0375
2025-03-07,1.0833
2025-03-14,1.0879
2025-03-21,1.0818
2025-03-28,1.0828
2025-04-04,1.0956
2025-04-11,1.1355
2025-04-18,1.1393
2025-04-25,1.1365
2025-05-02,1.1297
2025-05-09,1.125
2025-05-16,1.1163
2025-05-23,1.1362
2025-05-30,1.1347
2025-06-06,1.1397
2025-06-13,1.1549
2025-06-20,1.1523
2025-06-27,1.1718
2025-07-04,1.1778
2025-07-11,1.1689
2025-07-18,1.1626
2025-07-25,1.1742
2025-08-01,1.1587
2025-08-08,1.1641
2025-08-15,1.1703
2025-08-22,1.1718
2025-08-29,1.1686
2025-09-05,1.1717
2025-09-12,1.1734
2025-09-19,1.1746
2025-09-26,1.1703
2025-10-03,1.1742
2025-10-10,1.1619
2025-10-17,1.1655
2025-10-24,1.1627
2025-10-31,1.1537
2025-11-07,1.1566
2025-11-14,1.1621
2025-11-21,1.1513
2025-11-28,1.1598
2025-12-05,1.1642
2025-12-12,1.174
2025-12-19,1.171
2025-12-26,1.1772
2026-01-02,1.1719
2026-01-09,1.1637
2026-01-16,1.1598
2026-01-23,1.1828
2026-01-30,1.1851
2026-02-06,1.1815
2026-02-13,1.1868
2026-02-20,1.1784
2026-02-27,1.1812
2026-03-06,1.1618
2026-03-13,1.1417
2026-03-20,1.1572
2026-03-27,1.1509
2026-04-03,1.1519
2026-04-10,1.1723
2026-04-17,1.1765
2026-04-24,1.1722
2026-05-01,1.1721
2026-05-08,1.1787
2026-05-15,1.1625
2026-05-22,1.1603
2026-05-29,1.1659
2026-06-05,1.1522
