date,INTL_US10Y
2025-07-25,4.3878
2025-08-01,4.2159
2025-08-08,4.2829
2025-08-15,4.316
2025-08-22,4.2537
2025-08-29,4.2284
2025-09-05,4.0742
2025-09-12,4.0643
2025-09-19,4.1274
2025-09-26,4.1755
2025-10-03,4.1192
2025-10-10,4.0322
2025-10-17,4.0088
2025-10-24,4.0007
2025-10-31,4.0775
2025-11-07,4.0966
2025-11-14,4.1483
2025-11-21,4.0633
2025-11-28,4.0132
2025-12-05,4.1351
2025-12-12,4.1841
2025-12-19,4.1471
2025-12-26,4.1277
2026-01-02,4.1907
2026-01-09,4.1653
2026-01-16,4.2229
2026-01-23,4.2252
2026-01-30,4.2355
2026-02-06,4.206
2026-02-13,4.0483
2026-02-20,4.0826
2026-02-27,3.9375
2026-03-06,4.1383
2026-03-13,4.2767
2026-03-20,4.3796
2026-03-27,4.4278
2026-04-03,4.3406
2026-04-10,4.317
2026-04-17,4.248
2026-04-24,4.3007
2026-05-01,4.3698
2026-05-08,4.3541
2026-05-15,4.5934
2026-05-22,4.5578
2026-05-29,4.4355
2026-06-05,4.5303
