date,INTL_GBPUSD
2024-03-29,1.2623
2024-04-05,1.2638
2024-04-12,1.2452
2024-04-19,1.237
2024-04-26,1.2493
2024-05-03,1.2547
2024-05-10,1.2525
2024-05-17,1.2701
2024-05-24,1.2737
2024-05-31,1.2742
2024-06-07,1.2719
2024-06-14,1.2687
2024-06-21,1.2645
2024-06-28,1.2645
2024-07-05,1.2815
2024-07-12,1.2988
2024-07-19,1.2914
2024-07-26,1.2867
2024-08-02,1.2801
2024-08-09,1.2761
2024-08-16,1.2944
2024-08-23,1.3214
2024-08-30,1.3127
2024-09-06,1.3129
2024-09-13,1.3124
2024-09-20,1.3321
2024-09-27,1.3374
2024-10-04,1.3122
2024-10-11,1.3067
2024-10-18,1.3052
2024-10-25,1.2962
2024-11-01,1.2924
2024-11-08,1.2921
2024-11-15,1.2618
2024-11-22,1.253
2024-11-29,1.2735
2024-12-06,1.2744
2024-12-13,1.2619
2024-12-20,1.257
2024-12-27,1.2578
2025-01-03,1.2423
2025-01-10,1.2207
2025-01-17,1.2169
2025-01-24,1.2484
2025-01-31,1.2395
2025-02-07,1.2402
2025-02-14,1.2586
2025-02-21,1.2632
2025-02-28,1.2577
2025-03-07,1.292
2025-03-14,1.2935
2025-03-21,1.2919
2025-03-28,1.294
2025-04-04,1.2887
2025-04-11,1.3087
2025-04-18,1.3296
2025-04-25,1.3315
2025-05-02,1.3272
2025-05-09,1.3306
2025-05-16,1.3283
2025-05-23,1.3537
2025-05-30,1.3459
2025-06-06,1.3528
2025-06-13,1.3571
2025-06-20,1.3451
2025-06-27,1.3716
2025-07-04,1.365
2025-07-11,1.3493
2025-07-18,1.3416
2025-07-25,1.3438
2025-08-01,1.3279
2025-08-08,1.3452
2025-08-15,1.3554
2025-08-22,1.3525
2025-08-29,1.3504
2025-09-05,1.3509
2025-09-12,1.3556
2025-09-19,1.3472
2025-09-26,1.3402
2025-10-03,1.348
2025-10-10,1.336
2025-10-17,1.3427
2025-10-24,1.3311
2025-10-31,1.3152
2025-11-07,1.3162
2025-11-14,1.3171
2025-11-21,1.3099
2025-11-28,1.3235
2025-12-05,1.3328
2025-12-12,1.3371
2025-12-19,1.3379
2025-12-26,1.3497
2026-01-02,1.3456
2026-01-09,1.3404
2026-01-16,1.338
2026-01-23,1.3643
2026-01-30,1.3686
2026-02-06,1.3611
2026-02-13,1.3651
2026-02-20,1.348
2026-02-27,1.3482
2026-03-06,1.3413
2026-03-13,1.323
2026-03-20,1.3341
2026-03-27,1.3259
2026-04-03,1.3202
2026-04-10,1.3462
2026-04-17,1.3516
2026-04-24,1.3532
2026-05-01,1.3583
2026-05-08,1.3631
2026-05-15,1.3326
2026-05-22,1.3433
2026-05-29,1.3456
2026-06-05,1.3342
