date,INTL_DE2Y
2025-12-05,2.093
2025-12-12,2.152
2025-12-19,2.152
2025-12-26,2.14
2026-01-02,2.138
2026-01-09,2.105
2026-01-16,2.109
2026-01-23,2.127
2026-01-30,2.085
2026-02-06,2.082
2026-02-13,2.035
2026-02-20,2.052
2026-02-27,1.995
2026-03-06,2.307
2026-03-13,2.437
2026-03-20,2.669
2026-03-27,2.67
2026-04-03,2.612
2026-04-10,2.598
2026-04-17,2.405
2026-04-24,2.541
2026-05-01,2.64
2026-05-08,2.595
2026-05-15,2.735
2026-05-22,2.64
2026-05-29,2.526
2026-06-05,2.688
