date,INTL_UK2Y
2003-02-28,3.285
2003-03-07,3.187
2003-03-14,3.403
2003-03-21,3.716
2003-03-28,3.514
2003-04-04,3.482
2003-04-11,3.556
2003-04-18,3.515
2003-04-25,3.414
2003-05-02,3.631
2003-05-09,3.674
2003-05-16,3.542
2003-05-23,3.394
2003-05-30,3.45
2003-06-06,3.467
2003-06-13,3.292
2003-06-20,3.425
2003-06-27,3.561
2003-07-04,3.546
2003-07-11,3.433
2003-07-18,3.509
2003-07-25,3.624
2003-08-01,3.995
2003-08-08,3.853
2003-08-15,4.026
2003-08-22,4.139
2003-08-29,4.167
2003-09-05,4.17
2003-09-12,4.049
2003-09-19,4.213
2003-09-26,4.079
2003-10-03,4.25
2003-10-10,4.232
2003-10-17,4.464
2003-10-24,4.598
2003-10-31,4.602
2003-11-07,4.645
2003-11-14,4.481
2003-11-21,4.483
2003-11-28,4.586
2003-12-05,4.446
2003-12-12,4.358
2003-12-19,4.289
2003-12-26,4.259
2004-01-02,4.364
2004-01-09,4.207
2004-01-16,4.231
2004-01-23,4.316
2004-01-30,4.412
2004-02-06,4.325
2004-02-13,4.242
2004-02-20,4.299
2004-02-27,4.274
2004-03-05,4.304
2004-03-12,4.212
2004-03-19,4.352
2004-03-26,4.352
2004-04-02,4.563
2004-04-09,4.478
2004-04-16,4.532
2004-04-23,4.497
2004-04-30,4.574
2004-05-07,4.711
2004-05-14,4.769
2004-05-21,4.885
2004-05-28,4.929
2004-06-04,4.982
2004-06-11,4.981
2004-06-18,5.114
2004-06-25,5.009
2004-07-02,4.937
2004-07-09,4.958
2004-07-16,4.908
2004-07-23,5.044
2004-07-30,5.043
2004-08-06,4.852
2004-08-13,4.85
2004-08-20,4.832
2004-08-27,4.85
2004-09-03,4.86
2004-09-10,4.772
2004-09-17,4.819
2004-09-24,4.764
2004-10-01,4.685
2004-10-08,4.618
2004-10-15,4.593
2004-10-22,4.511
2004-10-29,4.564
2004-11-05,4.661
2004-11-12,4.509
2004-11-19,4.577
2004-11-26,4.408
2004-12-03,4.489
2004-12-10,4.396
2004-12-17,4.485
2004-12-24,4.394
2004-12-31,4.437
2005-01-07,4.425
2005-01-14,4.386
2005-01-21,4.467
2005-01-28,4.506
2005-02-04,4.518
2005-02-11,4.581
2005-02-18,4.647
2005-02-25,4.775
2005-03-04,4.794
2005-03-11,4.831
2005-03-18,4.778
2005-03-25,4.773
2005-04-01,4.691
2005-04-08,4.628
2005-04-15,4.557
2005-04-22,4.588
2005-04-29,4.518
2005-05-06,4.518
2005-05-13,4.296
2005-05-20,4.324
2005-05-27,4.308
2005-06-03,4.199
2005-06-10,4.256
2005-06-17,4.335
2005-06-24,4.144
2005-07-01,4.095
2005-07-08,4.057
2005-07-15,4.108
2005-07-22,4.1
2005-07-29,4.17
2005-08-05,4.233
2005-08-12,4.244
2005-08-19,4.212
2005-08-26,4.171
2005-09-02,4.11
2005-09-09,4.123
2005-09-16,4.187
2005-09-23,4.163
2005-09-30,4.193
2005-10-07,4.129
2005-10-14,4.254
2005-10-21,4.301
2005-10-28,4.346
2005-11-04,4.432
2005-11-11,4.444
2005-11-18,4.307
2005-11-25,4.251
2005-12-02,4.292
2005-12-09,4.425
2005-12-16,4.365
2005-12-23,4.221
2005-12-30,4.191
2006-01-06,4.219
2006-01-13,4.233
2006-01-20,4.255
2006-01-27,4.339
2006-02-03,4.328
2006-02-10,4.272
2006-02-17,4.21
2006-02-24,4.307
2006-03-03,4.41
2006-03-10,4.426
2006-03-17,4.414
2006-03-24,4.425
2006-03-31,4.462
2006-04-07,4.435
2006-04-14,4.539
2006-04-21,4.513
2006-04-28,4.621
2006-05-05,4.732
2006-05-12,4.81
2006-05-19,4.738
2006-05-26,4.658
2006-06-02,4.69
2006-06-09,4.665
2006-06-16,4.761
2006-06-23,4.841
2006-06-30,4.771
2006-07-07,4.722
2006-07-14,4.682
2006-07-21,4.744
2006-07-28,4.711
2006-08-04,4.91
2006-08-11,4.979
2006-08-18,4.884
2006-08-25,4.87
2006-09-01,4.846
2006-09-08,4.866
2006-09-15,4.978
2006-09-22,4.941
2006-09-29,4.915
2006-10-06,4.972
2006-10-13,5.043
2006-10-20,5.066
2006-10-27,5.05
2006-11-03,5.074
2006-11-10,5.048
2006-11-17,5.036
2006-11-24,5.029
2006-12-01,5.001
2006-12-08,5.02
2006-12-15,5.156
2006-12-22,5.211
2006-12-29,5.206
2007-01-05,5.248
2007-01-12,5.41
2007-01-19,5.476
2007-01-26,5.498
2007-02-02,5.523
2007-02-09,5.458
2007-02-16,5.356
2007-02-23,5.379
2007-03-02,5.3
2007-03-09,5.298
2007-03-16,5.258
2007-03-23,5.392
2007-03-30,5.439
2007-04-06,5.425
2007-04-13,5.486
2007-04-20,5.522
2007-04-27,5.553
2007-05-04,5.585
2007-05-11,5.565
2007-05-18,5.616
2007-05-25,5.726
2007-06-01,5.782
2007-06-08,5.777
2007-06-15,5.765
2007-06-22,5.814
2007-06-29,5.771
2007-07-06,5.815
2007-07-13,5.768
2007-07-20,5.686
2007-07-27,5.488
2007-08-03,5.601
2007-08-10,5.562
2007-08-17,5.348
2007-08-24,5.395
2007-08-31,5.362
2007-09-07,5.228
2007-09-14,5.096
2007-09-21,5.266
2007-09-28,5.07
2007-10-05,5.085
2007-10-12,5.288
2007-10-19,5.112
2007-10-26,4.992
2007-11-02,5.023
2007-11-09,4.745
2007-11-16,4.525
2007-11-23,4.339
2007-11-30,4.522
2007-12-07,4.493
2007-12-14,4.653
2007-12-21,4.507
2007-12-28,4.411
2008-01-04,4.266
2008-01-11,4.263
2008-01-18,4.306
2008-01-25,4.408
2008-02-01,4.263
2008-02-08,4.063
2008-02-15,4.187
2008-02-22,4.297
2008-02-29,4.069
2008-03-07,3.755
2008-03-14,3.826
2008-03-21,3.769
2008-03-28,4.014
2008-04-04,3.954
2008-04-11,3.928
2008-04-18,4.364
2008-04-25,4.559
2008-05-02,4.493
2008-05-09,4.296
2008-05-16,4.749
2008-05-23,5.001
2008-05-30,5.074
2008-06-06,5.072
2008-06-13,5.543
2008-06-20,5.404
2008-06-27,5.141
2008-07-04,4.991
2008-07-11,4.884
2008-07-18,5.106
2008-07-25,4.98
2008-08-01,4.842
2008-08-08,4.665
2008-08-15,4.528
2008-08-22,4.61
2008-08-29,4.505
2008-09-05,4.337
2008-09-12,4.535
2008-09-19,4.388
2008-09-26,4.247
2008-10-03,4.033
2008-10-10,3.525
2008-10-17,3.628
2008-10-24,3.086
2008-10-31,2.925
2008-11-07,2.493
2008-11-14,2.184
2008-11-21,1.984
2008-11-28,2.206
2008-12-05,1.848
2008-12-12,1.716
2008-12-19,1.278
2008-12-26,1.162
2009-01-02,1.013
2009-01-09,1.605
2009-01-16,1.605
2009-01-23,1.478
2009-01-30,1.501
2009-02-06,1.686
2009-02-13,1.323
2009-02-20,1.481
2009-02-27,1.44
2009-03-06,1.267
2009-03-13,1.391
2009-03-20,1.34
2009-03-27,1.294
2009-04-03,1.403
2009-04-10,1.359
2009-04-17,1.431
2009-04-24,1.23
2009-05-01,1.081
2009-05-08,1.218
2009-05-15,1.067
2009-05-22,1.054
2009-05-29,1.079
2009-06-05,1.324
2009-06-12,1.468
2009-06-19,1.316
2009-06-26,1.162
2009-07-03,1.248
2009-07-10,1.115
2009-07-17,1.169
2009-07-24,1.328
2009-07-31,1.233
2009-08-07,1.31
2009-08-14,0.92
2009-08-21,0.896
2009-08-28,0.875
2009-09-04,0.913
2009-09-11,0.877
2009-09-18,0.841
2009-09-25,0.738
2009-10-02,0.758
2009-10-09,0.808
2009-10-16,0.876
2009-10-23,0.908
2009-10-30,0.857
2009-11-06,0.83
2009-11-13,1.336
2009-11-20,1.24
2009-11-27,1.2
2009-12-04,1.204
2009-12-11,1.227
2009-12-18,1.121
2009-12-25,1.323
2010-01-01,1.315
2010-01-08,1.265
2010-01-15,1.214
2010-01-22,1.246
2010-01-29,1.255
2010-02-05,1.146
2010-02-12,1.169
2010-02-19,1.149
2010-02-26,0.944
2010-03-05,1.116
2010-03-12,1.227
2010-03-19,1.245
2010-03-26,1.192
2010-04-02,1.159
2010-04-09,1.17
2010-04-16,1.13
2010-04-23,1.289
2010-04-30,1.13
2010-05-07,1.079
2010-05-14,0.927
2010-05-21,0.871
2010-05-28,0.884
2010-06-04,0.847
2010-06-11,0.815
2010-06-18,0.881
2010-06-25,0.728
2010-07-02,0.779
2010-07-09,0.741
2010-07-16,0.749
2010-07-23,0.865
2010-07-30,0.777
2010-08-06,0.776
2010-08-13,0.734
2010-08-20,0.641
2010-08-27,0.664
2010-09-03,0.717
2010-09-10,0.744
2010-09-17,0.716
2010-09-24,0.692
2010-10-01,0.65
2010-10-08,0.621
2010-10-15,0.669
2010-10-22,0.64
2010-10-29,0.677
2010-11-05,0.66
2010-11-12,1.055
2010-11-19,1.086
2010-11-26,1.021
2010-12-03,1.021
2010-12-10,1.111
2010-12-17,1.207
2010-12-24,1.23
2010-12-31,1.097
2011-01-07,1.202
2011-01-14,1.338
2011-01-21,1.343
2011-01-28,1.261
2011-02-04,1.518
2011-02-11,1.558
2011-02-18,1.527
2011-02-25,1.408
2011-03-04,1.394
2011-03-11,1.292
2011-03-18,1.185
2011-03-25,1.282
2011-04-01,1.379
2011-04-08,1.403
2011-04-15,1.2
2011-04-22,1.123
2011-04-29,1.204
2011-05-06,1.014
2011-05-13,0.989
2011-05-20,0.978
2011-05-27,0.918
2011-06-03,0.903
2011-06-10,0.815
2011-06-17,0.77
2011-06-24,0.699
2011-07-01,0.822
2011-07-08,0.759
2011-07-15,0.7
2011-07-22,0.708
2011-07-29,0.632
2011-08-05,0.551
2011-08-12,0.647
2011-08-19,0.595
2011-08-26,0.596
2011-09-02,0.552
2011-09-09,0.526
2011-09-16,0.536
2011-09-23,0.532
2011-09-30,0.579
2011-10-07,0.624
2011-10-14,0.621
2011-10-21,0.576
2011-10-28,0.551
2011-11-04,0.533
2011-11-11,0.539
2011-11-18,0.483
2011-11-25,0.455
2011-12-02,0.376
2011-12-09,0.393
2011-12-16,0.311
2011-12-23,0.341
2011-12-30,0.327
2012-01-06,0.402
2012-01-13,0.381
2012-01-20,0.408
2012-01-27,0.383
2012-02-03,0.418
2012-02-10,0.382
2012-02-17,0.432
2012-02-24,0.379
2012-03-02,0.389
2012-03-09,0.435
2012-03-16,0.481
2012-03-23,0.446
2012-03-30,0.419
2012-04-06,0.419
2012-04-13,0.391
2012-04-20,0.477
2012-04-27,0.425
2012-05-04,0.404
2012-05-11,0.404
2012-05-18,0.311
2012-05-25,0.23
2012-06-01,0.261
2012-06-08,0.235
2012-06-15,0.219
2012-06-22,0.315
2012-06-29,0.282
2012-07-06,0.198
2012-07-13,0.232
2012-07-20,0.118
2012-07-27,0.118
2012-08-03,0.111
2012-08-10,0.114
2012-08-17,0.155
2012-08-24,0.123
2012-08-31,0.077
2012-09-07,0.118
2012-09-14,0.269
2012-09-21,0.22
2012-09-28,0.19
2012-10-05,0.208
2012-10-12,0.205
2012-10-19,0.254
2012-10-26,0.248
2012-11-02,0.255
2012-11-09,0.247
2012-11-16,0.246
2012-11-23,0.307
2012-11-30,0.315
2012-12-07,0.254
2012-12-14,0.326
2012-12-21,0.329
2012-12-28,0.312
2013-01-04,0.458
2013-01-11,0.396
2013-01-18,0.379
2013-01-25,0.365
2013-02-01,0.351
2013-02-08,0.317
2013-02-15,0.314
2013-02-22,0.267
2013-03-01,0.197
2013-03-08,0.258
2013-03-15,0.224
2013-03-22,0.222
2013-03-29,0.203
2013-04-05,0.186
2013-04-12,0.211
2013-04-19,0.228
2013-04-26,0.238
2013-05-03,0.272
2013-05-10,0.326
2013-05-17,0.331
2013-05-24,0.341
2013-05-31,0.374
2013-06-07,0.404
2013-06-14,0.398
2013-06-21,0.522
2013-06-28,0.398
2013-07-05,0.401
2013-07-12,0.359
2013-07-19,0.322
2013-07-26,0.295
2013-08-02,0.348
2013-08-09,0.347
2013-08-16,0.423
2013-08-23,0.44
2013-08-30,0.414
2013-09-06,0.499
2013-09-13,0.479
2013-09-20,0.498
2013-09-27,0.426
2013-10-04,0.454
2013-10-11,0.443
2013-10-18,0.472
2013-10-25,0.443
2013-11-01,0.418
2013-11-08,0.456
2013-11-15,0.426
2013-11-22,0.443
2013-11-29,0.458
2013-12-06,0.506
2013-12-13,0.475
2013-12-20,0.544
2013-12-27,0.63
2014-01-03,0.538
2014-01-10,0.517
2014-01-17,0.519
2014-01-24,0.531
2014-01-31,0.494
2014-02-07,0.475
2014-02-14,0.52
2014-02-21,0.491
2014-02-28,0.494
2014-03-07,0.647
2014-03-14,0.612
2014-03-21,0.674
2014-03-28,0.712
2014-04-04,0.648
2014-04-11,0.62
2014-04-18,0.708
2014-04-25,0.687
2014-05-02,0.696
2014-05-09,0.757
2014-05-16,0.678
2014-05-23,0.694
2014-05-30,0.666
2014-06-06,0.675
2014-06-13,0.858
2014-06-20,0.898
2014-06-27,0.843
2014-07-04,0.903
2014-07-11,0.837
2014-07-18,0.836
2014-07-25,0.834
2014-08-01,0.789
2014-08-08,0.784
2014-08-15,0.646
2014-08-22,0.724
2014-08-29,0.838
2014-09-05,0.809
2014-09-12,0.828
2014-09-19,0.885
2014-09-26,0.855
2014-10-03,0.802
2014-10-10,0.702
2014-10-17,0.69
2014-10-24,0.676
2014-10-31,0.655
2014-11-07,0.637
2014-11-14,0.565
2014-11-21,0.546
2014-11-28,0.512
2014-12-05,0.578
2014-12-12,0.466
2014-12-19,0.473
2014-12-26,0.485
2015-01-02,0.418
2015-01-09,0.401
2015-01-16,0.401
2015-01-23,0.336
2015-01-30,0.351
2015-02-06,0.434
2015-02-13,0.382
2015-02-20,0.414
2015-02-27,0.434
2015-03-06,0.626
2015-03-13,0.486
2015-03-20,0.4
2015-03-27,0.397
2015-04-03,0.435
2015-04-10,0.426
2015-04-17,0.465
2015-04-24,0.488
2015-05-01,0.545
2015-05-08,0.519
2015-05-15,0.49
2015-05-22,0.545
2015-05-29,0.509
2015-06-05,0.571
2015-06-12,0.535
2015-06-19,0.568
2015-06-26,0.684
2015-07-03,0.565
2015-07-10,0.576
2015-07-17,0.634
2015-07-24,0.616
2015-07-31,0.568
2015-08-07,0.587
2015-08-14,0.579
2015-08-21,0.496
2015-08-28,0.687
2015-09-04,0.612
2015-09-11,0.601
2015-09-18,0.599
2015-09-25,0.611
2015-10-02,0.539
2015-10-09,0.606
2015-10-16,0.546
2015-10-23,0.568
2015-10-30,0.626
2015-11-06,0.743
2015-11-13,0.674
2015-11-20,0.614
2015-11-27,0.599
2015-12-04,0.643
2015-12-11,0.575
2015-12-18,0.591
2015-12-25,0.621
2016-01-01,0.651
2016-01-08,0.514
2016-01-15,0.438
2016-01-22,0.434
2016-01-29,0.337
2016-02-05,0.367
2016-02-12,0.378
2016-02-19,0.364
2016-02-26,0.33
2016-03-04,0.47
2016-03-11,0.557
2016-03-18,0.468
2016-03-25,0.483
2016-04-01,0.419
2016-04-08,0.384
2016-04-15,0.433
2016-04-22,0.504
2016-04-29,0.528
2016-05-06,0.406
2016-05-13,0.373
2016-05-20,0.441
2016-05-27,0.459
2016-06-03,0.338
2016-06-10,0.394
2016-06-17,0.388
2016-06-24,0.273
2016-07-01,0.16
2016-07-08,0.123
2016-07-15,0.166
2016-07-22,0.131
2016-07-29,0.11
2016-08-05,0.148
2016-08-12,0.137
2016-08-19,0.154
2016-08-26,0.165
2016-09-02,0.13
2016-09-09,0.177
2016-09-16,0.145
2016-09-23,0.101
2016-09-30,0.102
2016-10-07,0.174
2016-10-14,0.215
2016-10-21,0.241
2016-10-28,0.291
2016-11-04,0.16
2016-11-11,0.236
2016-11-18,0.2
2016-11-25,0.112
2016-12-02,0.111
2016-12-09,0.141
2016-12-16,0.128
2016-12-23,0.07
2016-12-30,0.084
2017-01-06,0.2
2017-01-13,0.183
2017-01-20,0.193
2017-01-27,0.156
2017-02-03,0.099
2017-02-10,0.093
2017-02-17,0.085
2017-02-24,0.082
2017-03-03,0.092
2017-03-10,0.093
2017-03-17,0.089
2017-03-24,0.169
2017-03-31,0.125
2017-04-07,0.111
2017-04-14,0.108
2017-04-21,0.09
2017-04-28,0.075
2017-05-05,0.135
2017-05-12,0.109
2017-05-19,0.115
2017-05-26,0.094
2017-06-02,0.11
2017-06-09,0.092
2017-06-16,0.156
2017-06-23,0.236
2017-06-30,0.358
2017-07-07,0.334
2017-07-14,0.325
2017-07-21,0.268
2017-07-28,0.257
2017-08-04,0.251
2017-08-11,0.208
2017-08-18,0.234
2017-08-25,0.18
2017-09-01,0.185
2017-09-08,0.17
2017-09-15,0.474
2017-09-22,0.445
2017-09-29,0.467
2017-10-06,0.429
2017-10-13,0.469
2017-10-20,0.443
2017-10-27,0.46
2017-11-03,0.45
2017-11-10,0.487
2017-11-17,0.479
2017-11-24,0.459
2017-12-01,0.48
2017-12-08,0.505
2017-12-15,0.444
2017-12-22,0.45
2017-12-29,0.438
2018-01-05,0.5
2018-01-12,0.591
2018-01-19,0.565
2018-01-26,0.627
2018-02-02,0.665
2018-02-09,0.656
2018-02-16,0.66
2018-02-23,0.701
2018-03-02,0.781
2018-03-09,0.831
2018-03-16,0.805
2018-03-23,0.893
2018-03-30,0.823
2018-04-06,0.862
2018-04-13,0.908
2018-04-20,0.825
2018-04-27,0.799
2018-05-04,0.777
2018-05-11,0.791
2018-05-18,0.822
2018-05-25,0.692
2018-06-01,0.648
2018-06-08,0.742
2018-06-15,0.723
2018-06-22,0.766
2018-06-29,0.724
2018-07-06,0.749
2018-07-13,0.742
2018-07-20,0.736
2018-07-27,0.76
2018-08-03,0.751
2018-08-10,0.703
2018-08-17,0.708
2018-08-24,0.723
2018-08-31,0.731
2018-09-07,0.762
2018-09-14,0.816
2018-09-21,0.81
2018-09-28,0.824
2018-10-05,0.92
2018-10-12,0.836
2018-10-19,0.808
2018-10-26,0.724
2018-11-02,0.802
2018-11-09,0.783
2018-11-16,0.724
2018-11-23,0.744
2018-11-30,0.777
2018-12-07,0.737
2018-12-14,0.723
2018-12-21,0.773
2018-12-28,0.743
2019-01-04,0.757
2019-01-11,0.81
2019-01-18,0.814
2019-01-25,0.796
2019-02-01,0.774
2019-02-08,0.709
2019-02-15,0.735
2019-02-22,0.755
2019-03-01,0.799
2019-03-08,0.751
2019-03-15,0.763
2019-03-22,0.659
2019-03-29,0.642
2019-04-05,0.715
2019-04-12,0.784
2019-04-19,0.765
2019-04-26,0.729
2019-05-03,0.795
2019-05-10,0.738
2019-05-17,0.696
2019-05-24,0.642
2019-05-31,0.6
2019-06-07,0.531
2019-06-14,0.607
2019-06-21,0.61
2019-06-28,0.62
2019-07-05,0.563
2019-07-12,0.594
2019-07-19,0.516
2019-07-26,0.493
2019-08-02,0.439
2019-08-09,0.444
2019-08-16,0.52
2019-08-23,0.454
2019-08-30,0.401
2019-09-06,0.391
2019-09-13,0.572
2019-09-20,0.522
2019-09-27,0.396
2019-10-04,0.35
2019-10-11,0.547
2019-10-18,0.537
2019-10-25,0.522
2019-11-01,0.521
2019-11-08,0.551
2019-11-15,0.55
2019-11-22,0.53
2019-11-29,0.544
2019-12-06,0.593
2019-12-13,0.546
2019-12-20,0.547
2019-12-27,0.567
2020-01-03,0.553
2020-01-10,0.527
2020-01-17,0.418
2020-01-24,0.423
2020-01-31,0.504
2020-02-07,0.494
2020-02-14,0.544
2020-02-21,0.516
2020-02-28,0.31
2020-03-06,0.107
2020-03-13,0.293
2020-03-20,0.133
2020-03-27,0.146
2020-04-03,0.091
2020-04-10,0.037
2020-04-17,0.089
2020-04-24,0.065
2020-05-01,0.041
2020-05-08,-0.006
2020-05-15,-0.002
2020-05-22,-0.051
2020-05-29,-0.043
2020-06-05,0.007
2020-06-12,-0.035
2020-06-19,-0.041
2020-06-26,-0.07
2020-07-03,-0.08
2020-07-10,-0.108
2020-07-17,-0.091
2020-07-24,-0.088
2020-07-31,-0.067
2020-08-07,-0.023
2020-08-14,-0.016
2020-08-21,-0.047
2020-08-28,-0.057
2020-09-04,-0.076
2020-09-11,-0.126
2020-09-18,-0.113
2020-09-25,-0.068
2020-10-02,-0.037
2020-10-09,-0.018
2020-10-16,-0.055
2020-10-23,-0.033
2020-10-30,-0.032
2020-11-06,-0.034
2020-11-13,-0.027
2020-11-20,-0.042
2020-11-27,-0.043
2020-12-04,-0.035
2020-12-11,-0.112
2020-12-18,-0.084
2020-12-25,-0.123
2021-01-01,-0.16
2021-01-08,-0.128
2021-01-15,-0.134
2021-01-22,-0.125
2021-01-29,-0.106
2021-02-05,-0.025
2021-02-12,-0.037
2021-02-19,-0.011
2021-02-26,0.128
2021-03-05,0.1
2021-03-12,0.099
2021-03-19,0.093
2021-03-26,0.061
2021-04-02,0.076
2021-04-09,0.046
2021-04-16,0.041
2021-04-23,0.036
2021-04-30,0.08
2021-05-07,0.033
2021-05-14,0.08
2021-05-21,0.042
2021-05-28,0.063
2021-06-04,0.069
2021-06-11,0.053
2021-06-18,0.13
2021-06-25,0.084
2021-07-02,0.058
2021-07-09,0.087
2021-07-16,0.118
2021-07-23,0.079
2021-07-30,0.06
2021-08-06,0.139
2021-08-13,0.136
2021-08-20,0.101
2021-08-27,0.118
2021-09-03,0.196
2021-09-10,0.233
2021-09-17,0.289
2021-09-24,0.383
2021-10-01,0.399
2021-10-08,0.544
2021-10-15,0.581
2021-10-22,0.661
2021-10-29,0.71
2021-11-05,0.408
2021-11-12,0.527
2021-11-19,0.489
2021-11-26,0.472
2021-12-03,0.475
2021-12-10,0.429
2021-12-17,0.509
2021-12-24,0.667
2021-12-31,0.687
2022-01-07,0.83
2022-01-14,0.796
2022-01-21,0.882
2022-01-28,0.968
2022-02-04,1.262
2022-02-11,1.414
2022-02-18,1.265
2022-02-25,1.206
2022-03-04,1.061
2022-03-11,1.318
2022-03-18,1.209
2022-03-25,1.416
2022-04-01,1.374
2022-04-08,1.48
2022-04-15,1.561
2022-04-22,1.714
2022-04-29,1.591
2022-05-06,1.506
2022-05-13,1.249
2022-05-20,1.507
2022-05-27,1.431
2022-06-03,1.685
2022-06-10,2.046
2022-06-17,2.204
2022-06-24,1.932
2022-07-01,1.682
2022-07-08,1.93
2022-07-15,1.924
2022-07-22,1.846
2022-07-29,1.71
2022-08-05,1.965
2022-08-12,2.053
2022-08-19,2.525
2022-08-26,2.818
2022-09-02,3.146
2022-09-09,3.054
2022-09-16,3.14
2022-09-23,3.961
2022-09-30,4.232
2022-10-07,4.17
2022-10-14,3.916
2022-10-21,3.799
2022-10-28,3.261
2022-11-04,3.07
2022-11-11,3.165
2022-11-18,3.179
2022-11-25,3.293
2022-12-02,3.343
2022-12-09,3.426
2022-12-16,3.487
2022-12-23,3.607
2022-12-30,3.576
2023-01-06,3.438
2023-01-13,3.489
2023-01-20,3.49
2023-01-27,3.474
2023-02-03,3.253
2023-02-10,3.628
2023-02-17,3.794
2023-02-24,4.028
2023-03-03,3.699
2023-03-10,3.642
2023-03-17,3.241
2023-03-24,3.211
2023-03-31,3.444
2023-04-07,3.372
2023-04-14,3.618
2023-04-21,3.746
2023-04-28,3.785
2023-05-05,3.792
2023-05-12,3.801
2023-05-19,3.96
2023-05-26,4.491
2023-06-02,4.363
2023-06-09,4.541
2023-06-16,4.945
2023-06-23,5.177
2023-06-30,5.274
2023-07-07,5.393
2023-07-14,5.206
2023-07-21,4.955
2023-07-28,4.988
2023-08-04,4.92
2023-08-11,5.032
2023-08-18,5.195
2023-08-25,5.022
2023-09-01,5.177
2023-09-08,5.069
2023-09-15,5.021
2023-09-22,4.803
2023-09-29,4.904
2023-10-06,4.885
2023-10-13,4.846
2023-10-20,4.889
2023-10-27,4.777
2023-11-03,4.677
2023-11-10,4.671
2023-11-17,4.546
2023-11-24,4.711
2023-12-01,4.538
2023-12-08,4.59
2023-12-15,4.29
2023-12-22,4.057
2023-12-29,3.984
2024-01-05,4.242
2024-01-12,4.16
2024-01-19,4.319
2024-01-26,4.352
2024-02-02,4.421
2024-02-09,4.602
2024-02-16,4.62
2024-02-23,4.542
2024-03-01,4.288
2024-03-08,4.251
2024-03-15,4.331
2024-03-22,4.122
2024-03-29,4.172
2024-04-05,4.224
2024-04-12,4.351
2024-04-19,4.383
2024-04-26,4.476
2024-05-03,4.356
2024-05-10,4.319
2024-05-17,4.31
2024-05-24,4.497
2024-05-31,4.407
2024-06-07,4.396
2024-06-14,4.171
2024-06-21,4.17
2024-06-28,4.221
2024-07-05,4.128
2024-07-12,4.086
2024-07-19,4.003
2024-07-26,3.918
2024-08-02,3.604
2024-08-09,3.652
2024-08-16,3.68
2024-08-23,3.677
2024-08-30,4.109
2024-09-06,3.954
2024-09-13,3.8
2024-09-20,3.925
2024-09-27,3.94
2024-10-04,4.139
2024-10-11,4.171
2024-10-18,3.997
2024-10-25,4.165
2024-11-01,4.43
2024-11-08,4.427
2024-11-15,4.399
2024-11-22,4.325
2024-11-29,4.234
2024-12-06,4.261
2024-12-13,4.308
2024-12-20,4.347
2024-12-27,4.465
2025-01-03,4.422
2025-01-10,4.539
2025-01-17,4.378
2025-01-24,4.325
2025-01-31,4.219
2025-02-07,4.168
2025-02-14,4.2
2025-02-21,4.227
2025-02-28,4.174
2025-03-07,4.203
2025-03-14,4.182
2025-03-21,4.265
2025-03-28,4.195
2025-04-04,3.934
