date,INTL_MSCIJP
2016-02-26,5195.046
2016-03-04,5460.128
2016-03-11,5402.158
2016-03-18,5428.631
2016-03-25,5457.752
2016-04-01,5251.248
2016-04-08,5384.007
2016-04-15,5685.671
2016-04-22,5750.356
2016-04-29,5692.034
2016-05-06,5519.324
2016-05-13,5474.649
2016-05-20,5502.024
2016-05-27,5558.935
2016-06-03,5661.968
2016-06-10,5622.499
2016-06-17,5433.397
2016-06-24,5338.649
2016-07-01,5526.404
2016-07-08,5445.892
2016-07-15,5655.421
2016-07-22,5670.127
2016-07-29,5851.638
2016-08-05,5718.386
2016-08-12,5968.316
2016-08-19,5907.09
2016-08-26,5840.444
2016-09-02,5884.873
2016-09-09,5967.476
2016-09-16,5838.692
2016-09-23,6071.157
2016-09-30,5976.507
2016-10-07,5992.916
2016-10-14,5902.584
2016-10-21,6007.567
2016-10-28,6029.551
2016-11-04,5959.45
2016-11-11,5921.861
2016-11-18,5910.272
2016-11-25,5942.221
2016-12-02,5956.782
2016-12-09,6083.921
2016-12-16,6010.261
2016-12-23,6040.983
2016-12-30,5967.906
2017-01-06,6109.666
2017-01-13,6154.798
2017-01-20,6108.673
2017-01-27,6178.342
2017-02-03,6170.296
2017-02-10,6230.42
2017-02-17,6248.949
2017-02-24,6300.98
2017-03-03,6211.124
2017-03-10,6242.747
2017-03-17,6333.624
2017-03-24,6331.471
2017-03-31,6244.964
2017-04-07,6196.326
2017-04-14,6153.605
2017-04-21,6274.874
2017-04-28,6310.514
2017-05-05,6324.369
2017-05-12,6407.388
2017-05-19,6413.713
2017-05-26,6470.678
2017-06-02,6694.754
2017-06-09,6586.696
2017-06-16,6599.58
2017-06-23,6626.191
2017-06-30,6571.267
2017-07-07,6460.793
2017-07-14,6606.447
2017-07-21,6705.003
2017-07-28,6683.384
2017-08-04,6724.307
2017-08-11,6766.687
2017-08-18,6710.047
2017-08-25,6669.058
2017-09-01,6698.651
2017-09-08,6742.582
2017-09-15,6741.355
2017-09-22,6805.818
2017-09-29,6840.849
2017-10-06,6887.748
2017-10-13,7024.429
2017-10-20,7041.35
2017-10-27,7173.367
2017-11-03,7242.071
2017-11-10,7332.149
2017-11-17,7251.779
2017-11-24,7356.405
