date,INTL_DE10Y
2007-09-21,4.358
2007-09-28,4.329
2007-10-05,4.35
2007-10-12,4.421
2007-10-19,4.225
2007-10-26,4.173
2007-11-02,4.177
2007-11-09,4.087
2007-11-16,4.1
2007-11-23,4.044
2007-11-30,4.126
2007-12-07,4.199
2007-12-14,4.305
2007-12-21,4.304
2007-12-28,4.313
2008-01-04,4.135
2008-01-11,4.087
2008-01-18,3.974
2008-01-25,3.977
2008-02-01,3.919
2008-02-08,3.864
2008-02-15,3.955
2008-02-22,4.003
2008-02-29,3.891
2008-03-07,3.788
2008-03-14,3.732
2008-03-21,3.762
2008-03-28,3.938
2008-04-04,3.946
2008-04-11,3.91
2008-04-18,4.133
2008-04-25,4.178
2008-05-02,4.198
2008-05-09,3.995
2008-05-16,4.177
2008-05-23,4.266
2008-05-30,4.405
2008-06-06,4.421
2008-06-13,4.641
2008-06-20,4.628
2008-06-27,4.523
2008-07-04,4.495
2008-07-11,4.427
2008-07-18,4.571
2008-07-25,4.604
2008-08-01,4.349
2008-08-08,4.261
2008-08-15,4.165
2008-08-22,4.219
2008-08-29,4.176
2008-09-05,4.001
2008-09-12,4.185
2008-09-19,4.208
2008-09-26,4.164
2008-10-03,3.924
2008-10-10,3.996
2008-10-17,4.014
2008-10-24,3.751
2008-10-31,3.9
2008-11-07,3.681
2008-11-14,3.673
2008-11-21,3.39
2008-11-28,3.258
2008-12-05,3.029
2008-12-12,3.297
2008-12-19,3.002
2008-12-26,2.941
2009-01-02,2.957
2009-01-09,3.017
2009-01-16,2.93
2009-01-23,3.237
2009-01-30,3.296
2009-02-06,3.371
2009-02-13,3.107
2009-02-20,3.014
2009-02-27,3.112
2009-03-06,2.925
2009-03-13,3.059
2009-03-20,2.974
2009-03-27,3.086
2009-04-03,3.221
2009-04-10,3.25
2009-04-17,3.27
2009-04-24,3.191
2009-05-01,3.17
2009-05-08,3.447
2009-05-15,3.365
2009-05-22,3.547
2009-05-29,3.589
2009-06-05,3.722
2009-06-12,3.634
2009-06-19,3.502
2009-06-26,3.391
2009-07-03,3.34
2009-07-10,3.259
2009-07-17,3.4
2009-07-24,3.477
2009-07-31,3.3
2009-08-07,3.51
2009-08-14,3.317
2009-08-21,3.312
2009-08-28,3.25
2009-09-04,3.242
2009-09-11,3.236
2009-09-18,3.376
2009-09-25,3.256
2009-10-02,3.123
2009-10-09,3.204
2009-10-16,3.286
2009-10-23,3.348
2009-10-30,3.231
2009-11-06,3.364
2009-11-13,3.381
2009-11-20,3.254
2009-11-27,3.168
2009-12-04,3.238
2009-12-11,3.209
2009-12-18,3.137
2009-12-25,3.315
2010-01-01,3.387
2010-01-08,3.385
2010-01-15,3.262
2010-01-22,3.215
2010-01-29,3.196
2010-02-05,3.12
2010-02-12,3.192
2010-02-19,3.285
2010-02-26,3.101
2010-03-05,3.156
2010-03-12,3.167
2010-03-19,3.109
2010-03-26,3.15
2010-04-02,3.088
2010-04-09,3.166
2010-04-16,3.084
2010-04-23,3.061
2010-04-30,3.017
2010-05-07,2.797
2010-05-14,2.86
2010-05-21,2.666
2010-05-28,2.682
2010-06-04,2.584
2010-06-11,2.566
2010-06-18,2.729
2010-06-25,2.611
2010-07-02,2.583
2010-07-09,2.634
2010-07-16,2.606
2010-07-23,2.706
2010-07-30,2.669
2010-08-06,2.519
2010-08-13,2.393
2010-08-20,2.271
2010-08-27,2.2
2010-09-03,2.354
2010-09-10,2.4
2010-09-17,2.427
2010-09-24,2.342
2010-10-01,2.286
2010-10-08,2.254
2010-10-15,2.371
2010-10-22,2.474
2010-10-29,2.518
2010-11-05,2.417
2010-11-12,2.512
2010-11-19,2.703
2010-11-26,2.734
2010-12-03,2.857
2010-12-10,2.954
2010-12-17,3.029
2010-12-24,2.982
2010-12-31,2.963
2011-01-07,2.869
2011-01-14,3.028
2011-01-21,3.176
2011-01-28,3.146
2011-02-04,3.259
2011-02-11,3.292
2011-02-18,3.252
2011-02-25,3.15
2011-03-04,3.272
2011-03-11,3.212
2011-03-18,3.187
2011-03-25,3.278
2011-04-01,3.371
2011-04-08,3.48
2011-04-15,3.377
2011-04-22,3.259
2011-04-29,3.238
2011-05-06,3.169
2011-05-13,3.076
2011-05-20,3.055
2011-05-27,2.984
2011-06-03,3.057
2011-06-10,2.96
2011-06-17,2.958
2011-06-24,2.833
2011-07-01,3.032
2011-07-08,2.828
2011-07-15,2.694
2011-07-22,2.826
2011-07-29,2.537
2011-08-05,2.345
2011-08-12,2.332
2011-08-19,2.103
2011-08-26,2.154
2011-09-02,2.006
2011-09-09,1.77
2011-09-16,1.861
2011-09-23,1.745
2011-09-30,1.885
2011-10-07,2.0
2011-10-14,2.197
2011-10-21,2.104
2011-10-28,2.176
2011-11-04,1.822
2011-11-11,1.886
2011-11-18,1.964
2011-11-25,2.26
2011-12-02,2.131
2011-12-09,2.146
2011-12-16,1.849
2011-12-23,1.957
2011-12-30,1.825
2012-01-06,1.851
2012-01-13,1.762
2012-01-20,1.927
2012-01-27,1.856
2012-02-03,1.931
2012-02-10,1.905
2012-02-17,1.923
2012-02-24,1.882
2012-03-02,1.799
2012-03-09,1.793
2012-03-16,2.049
2012-03-23,1.864
2012-03-30,1.792
2012-04-06,1.734
2012-04-13,1.733
2012-04-20,1.707
2012-04-27,1.697
2012-05-04,1.583
2012-05-11,1.515
2012-05-18,1.424
2012-05-25,1.368
2012-06-01,1.172
2012-06-08,1.328
2012-06-15,1.436
2012-06-22,1.58
2012-06-29,1.581
2012-07-06,1.326
2012-07-13,1.258
2012-07-20,1.166
2012-07-27,1.397
2012-08-03,1.422
2012-08-10,1.384
2012-08-17,1.494
2012-08-24,1.353
2012-08-31,1.333
2012-09-07,1.518
2012-09-14,1.705
2012-09-21,1.596
2012-09-28,1.441
2012-10-05,1.52
2012-10-12,1.444
2012-10-19,1.593
2012-10-26,1.536
2012-11-02,1.449
2012-11-09,1.347
2012-11-16,1.33
2012-11-23,1.435
2012-11-30,1.385
2012-12-07,1.294
2012-12-14,1.347
2012-12-21,1.375
2012-12-28,1.308
2013-01-04,1.535
2013-01-11,1.582
2013-01-18,1.554
2013-01-25,1.636
2013-02-01,1.672
2013-02-08,1.609
2013-02-15,1.652
2013-02-22,1.567
2013-03-01,1.41
2013-03-08,1.524
2013-03-15,1.454
2013-03-22,1.378
2013-03-29,1.288
2013-04-05,1.211
2013-04-12,1.26
2013-04-19,1.25
2013-04-26,1.205
2013-05-03,1.239
2013-05-10,1.379
2013-05-17,1.325
2013-05-24,1.43
2013-05-31,1.504
2013-06-07,1.545
2013-06-14,1.513
2013-06-21,1.724
2013-06-28,1.728
2013-07-05,1.718
2013-07-12,1.559
2013-07-19,1.518
2013-07-26,1.665
2013-08-02,1.65
2013-08-09,1.679
2013-08-16,1.88
2013-08-23,1.934
2013-08-30,1.855
2013-09-06,1.949
2013-09-13,1.975
2013-09-20,1.942
2013-09-27,1.777
2013-10-04,1.84
2013-10-11,1.863
2013-10-18,1.831
2013-10-25,1.755
2013-11-01,1.691
2013-11-08,1.757
2013-11-15,1.705
2013-11-22,1.746
2013-11-29,1.692
2013-12-06,1.841
2013-12-13,1.827
2013-12-20,1.869
2013-12-27,1.954
2014-01-03,1.942
2014-01-10,1.842
2014-01-17,1.752
2014-01-24,1.657
2014-01-31,1.658
2014-02-07,1.66
2014-02-14,1.678
2014-02-21,1.661
2014-02-28,1.623
2014-03-07,1.652
2014-03-14,1.545
2014-03-21,1.63
2014-03-28,1.548
2014-04-04,1.552
2014-04-11,1.502
2014-04-18,1.514
2014-04-25,1.483
2014-05-02,1.449
2014-05-09,1.454
2014-05-16,1.329
2014-05-23,1.412
2014-05-30,1.357
2014-06-06,1.351
2014-06-13,1.361
2014-06-20,1.343
2014-06-27,1.261
2014-07-04,1.264
2014-07-11,1.202
2014-07-18,1.154
2014-07-25,1.146
2014-08-01,1.13
2014-08-08,1.052
2014-08-15,0.952
2014-08-22,0.981
2014-08-29,0.89
2014-09-05,0.928
2014-09-12,1.082
2014-09-19,1.042
2014-09-26,0.971
2014-10-03,0.925
2014-10-10,0.886
2014-10-17,0.858
2014-10-24,0.891
2014-10-31,0.84
2014-11-07,0.816
2014-11-14,0.784
2014-11-21,0.769
2014-11-28,0.7
2014-12-05,0.78
2014-12-12,0.623
2014-12-19,0.592
2014-12-26,0.587
2015-01-02,0.497
2015-01-09,0.491
2015-01-16,0.452
2015-01-23,0.361
2015-01-30,0.302
2015-02-06,0.374
2015-02-13,0.341
2015-02-20,0.365
2015-02-27,0.327
2015-03-06,0.393
2015-03-13,0.256
2015-03-20,0.183
2015-03-27,0.206
2015-04-03,0.193
2015-04-10,0.154
2015-04-17,0.077
2015-04-24,0.154
2015-05-01,0.37
2015-05-08,0.546
2015-05-15,0.623
2015-05-22,0.602
2015-05-29,0.486
2015-06-05,0.843
2015-06-12,0.833
2015-06-19,0.75
2015-06-26,0.921
2015-07-03,0.789
2015-07-10,0.896
2015-07-17,0.787
2015-07-24,0.69
2015-07-31,0.643
2015-08-07,0.661
2015-08-14,0.659
2015-08-21,0.563
2015-08-28,0.741
2015-09-04,0.666
2015-09-11,0.652
2015-09-18,0.662
2015-09-25,0.647
2015-10-02,0.509
2015-10-09,0.615
2015-10-16,0.547
2015-10-23,0.511
2015-10-30,0.517
2015-11-06,0.692
2015-11-13,0.558
2015-11-20,0.479
2015-11-27,0.459
2015-12-04,0.677
2015-12-11,0.539
2015-12-18,0.547
2015-12-25,0.635
2016-01-01,0.628
2016-01-08,0.513
2016-01-15,0.539
2016-01-22,0.483
2016-01-29,0.324
2016-02-05,0.295
2016-02-12,0.26
2016-02-19,0.201
2016-02-26,0.146
2016-03-04,0.237
2016-03-11,0.27
2016-03-18,0.211
2016-03-25,0.179
2016-04-01,0.133
2016-04-08,0.095
2016-04-15,0.127
2016-04-22,0.23
2016-04-29,0.271
2016-05-06,0.143
2016-05-13,0.123
2016-05-20,0.164
2016-05-27,0.137
2016-06-03,0.067
2016-06-10,0.02
2016-06-17,0.018
2016-06-24,-0.049
2016-07-01,-0.127
2016-07-08,-0.189
2016-07-15,0.005
2016-07-22,-0.031
2016-07-29,-0.121
2016-08-05,-0.068
2016-08-12,-0.11
2016-08-19,-0.034
2016-08-26,-0.073
2016-09-02,-0.045
2016-09-09,0.009
2016-09-16,0.006
2016-09-23,-0.083
2016-09-30,-0.122
2016-10-07,0.018
2016-10-14,0.056
2016-10-21,0.005
2016-10-28,0.166
2016-11-04,0.133
2016-11-11,0.307
2016-11-18,0.27
2016-11-25,0.238
2016-12-02,0.279
2016-12-09,0.362
2016-12-16,0.312
2016-12-23,0.218
2016-12-30,0.204
2017-01-06,0.296
2017-01-13,0.336
2017-01-20,0.42
2017-01-27,0.46
2017-02-03,0.41
2017-02-10,0.318
2017-02-17,0.3
2017-02-24,0.184
2017-03-03,0.353
2017-03-10,0.481
2017-03-17,0.432
2017-03-24,0.401
2017-03-31,0.325
2017-04-07,0.226
2017-04-14,0.186
2017-04-21,0.251
2017-04-28,0.315
2017-05-05,0.416
2017-05-12,0.389
2017-05-19,0.366
2017-05-26,0.328
2017-06-02,0.272
2017-06-09,0.261
2017-06-16,0.275
2017-06-23,0.253
2017-06-30,0.465
2017-07-07,0.571
2017-07-14,0.592
2017-07-21,0.505
2017-07-28,0.54
2017-08-04,0.466
2017-08-11,0.38
2017-08-18,0.413
2017-08-25,0.378
2017-09-01,0.376
2017-09-08,0.31
2017-09-15,0.43
2017-09-22,0.445
2017-09-29,0.462
2017-10-06,0.458
2017-10-13,0.402
2017-10-20,0.451
2017-10-27,0.382
2017-11-03,0.362
2017-11-10,0.409
2017-11-17,0.359
2017-11-24,0.359
2017-12-01,0.304
2017-12-08,0.305
2017-12-15,0.299
2017-12-22,0.418
2017-12-29,0.423
2018-01-05,0.436
2018-01-12,0.577
2018-01-19,0.566
2018-01-26,0.626
2018-02-02,0.765
2018-02-09,0.741
2018-02-16,0.704
2018-02-23,0.65
2018-03-02,0.648
2018-03-09,0.644
2018-03-16,0.568
2018-03-23,0.524
2018-03-30,0.494
2018-04-06,0.495
2018-04-13,0.509
2018-04-20,0.588
2018-04-27,0.569
2018-05-04,0.542
2018-05-11,0.557
2018-05-18,0.577
2018-05-25,0.403
2018-06-01,0.382
2018-06-08,0.446
2018-06-15,0.401
2018-06-22,0.335
2018-06-29,0.3
2018-07-06,0.29
2018-07-13,0.338
2018-07-20,0.369
2018-07-27,0.402
2018-08-03,0.406
2018-08-10,0.315
2018-08-17,0.304
2018-08-24,0.343
2018-08-31,0.325
2018-09-07,0.386
2018-09-14,0.449
2018-09-21,0.46
2018-09-28,0.469
2018-10-05,0.572
2018-10-12,0.497
2018-10-19,0.458
2018-10-26,0.351
2018-11-02,0.426
2018-11-09,0.406
2018-11-16,0.366
2018-11-23,0.339
2018-11-30,0.312
2018-12-07,0.248
2018-12-14,0.251
2018-12-21,0.247
2018-12-28,0.238
2019-01-04,0.206
2019-01-11,0.237
2019-01-18,0.261
2019-01-25,0.191
2019-02-01,0.165
2019-02-08,0.086
2019-02-15,0.101
2019-02-22,0.094
2019-03-01,0.182
2019-03-08,0.067
2019-03-15,0.082
2019-03-22,-0.016
2019-03-29,-0.072
2019-04-05,0.004
2019-04-12,0.054
2019-04-19,0.023
2019-04-26,-0.023
2019-05-03,0.024
2019-05-10,-0.045
2019-05-17,-0.105
2019-05-24,-0.118
2019-05-31,-0.204
2019-06-07,-0.258
2019-06-14,-0.256
2019-06-21,-0.286
2019-06-28,-0.329
2019-07-05,-0.365
2019-07-12,-0.212
2019-07-19,-0.325
2019-07-26,-0.378
2019-08-02,-0.497
2019-08-09,-0.578
2019-08-16,-0.687
2019-08-23,-0.677
2019-08-30,-0.702
2019-09-06,-0.64
2019-09-13,-0.45
2019-09-20,-0.523
2019-09-27,-0.575
2019-10-04,-0.588
2019-10-11,-0.444
2019-10-18,-0.384
2019-10-25,-0.364
2019-11-01,-0.384
2019-11-08,-0.264
2019-11-15,-0.336
2019-11-22,-0.36
2019-11-29,-0.362
2019-12-06,-0.288
2019-12-13,-0.291
2019-12-20,-0.254
2019-12-27,-0.258
2020-01-03,-0.284
2020-01-10,-0.201
2020-01-17,-0.216
2020-01-24,-0.336
2020-01-31,-0.436
2020-02-07,-0.386
2020-02-14,-0.402
2020-02-21,-0.432
2020-02-28,-0.609
2020-03-06,-0.712
2020-03-13,-0.548
2020-03-20,-0.326
2020-03-27,-0.479
2020-04-03,-0.444
2020-04-10,-0.351
2020-04-17,-0.475
2020-04-24,-0.476
2020-05-01,-0.589
2020-05-08,-0.539
2020-05-15,-0.533
2020-05-22,-0.49
2020-05-29,-0.449
2020-06-05,-0.278
2020-06-12,-0.441
2020-06-19,-0.418
2020-06-26,-0.483
2020-07-03,-0.434
2020-07-10,-0.469
2020-07-17,-0.45
2020-07-24,-0.449
2020-07-31,-0.525
2020-08-07,-0.51
2020-08-14,-0.423
2020-08-21,-0.509
2020-08-28,-0.41
2020-09-04,-0.474
2020-09-11,-0.482
2020-09-18,-0.487
2020-09-25,-0.53
2020-10-02,-0.537
2020-10-09,-0.528
2020-10-16,-0.622
2020-10-23,-0.576
2020-10-30,-0.628
2020-11-06,-0.621
2020-11-13,-0.549
2020-11-20,-0.584
2020-11-27,-0.589
2020-12-04,-0.549
2020-12-11,-0.638
2020-12-18,-0.574
2020-12-25,-0.55
2021-01-01,-0.572
2021-01-08,-0.522
2021-01-15,-0.544
2021-01-22,-0.514
2021-01-29,-0.519
2021-02-05,-0.448
2021-02-12,-0.429
2021-02-19,-0.307
2021-02-26,-0.262
2021-03-05,-0.303
2021-03-12,-0.307
2021-03-19,-0.295
2021-03-26,-0.348
2021-04-02,-0.329
2021-04-09,-0.304
2021-04-16,-0.264
2021-04-23,-0.259
2021-04-30,-0.203
2021-05-07,-0.216
2021-05-14,-0.131
2021-05-21,-0.131
2021-05-28,-0.183
2021-06-04,-0.214
2021-06-11,-0.274
2021-06-18,-0.202
2021-06-25,-0.156
2021-07-02,-0.236
2021-07-09,-0.294
2021-07-16,-0.355
2021-07-23,-0.421
2021-07-30,-0.462
2021-08-06,-0.457
2021-08-13,-0.468
2021-08-20,-0.496
2021-08-27,-0.425
2021-09-03,-0.363
2021-09-10,-0.332
2021-09-17,-0.281
2021-09-24,-0.229
2021-10-01,-0.226
2021-10-08,-0.152
2021-10-15,-0.169
2021-10-22,-0.107
2021-10-29,-0.107
2021-11-05,-0.283
2021-11-12,-0.26
2021-11-19,-0.344
2021-11-26,-0.338
2021-12-03,-0.391
2021-12-10,-0.349
2021-12-17,-0.382
2021-12-24,-0.253
2021-12-31,-0.182
2022-01-07,-0.045
2022-01-14,-0.048
2022-01-21,-0.067
2022-01-28,-0.047
2022-02-04,0.203
2022-02-11,0.294
2022-02-18,0.19
2022-02-25,0.229
2022-03-04,-0.073
2022-03-11,0.246
2022-03-18,0.37
2022-03-25,0.584
2022-04-01,0.553
2022-04-08,0.704
2022-04-15,0.839
2022-04-22,0.969
2022-04-29,0.937
2022-05-06,1.129
2022-05-13,0.944
2022-05-20,0.941
2022-05-27,0.96
2022-06-03,1.27
2022-06-10,1.514
2022-06-17,1.657
2022-06-24,1.437
2022-07-01,1.229
2022-07-08,1.341
2022-07-15,1.129
2022-07-22,1.027
2022-07-29,0.814
2022-08-05,0.952
2022-08-12,0.985
2022-08-19,1.227
2022-08-26,1.386
2022-09-02,1.521
2022-09-09,1.694
2022-09-16,1.754
2022-09-23,2.02
2022-09-30,2.105
2022-10-07,2.191
2022-10-14,2.343
2022-10-21,2.413
2022-10-28,2.099
2022-11-04,2.292
2022-11-11,2.157
2022-11-18,2.01
2022-11-25,1.971
2022-12-02,1.851
2022-12-09,1.928
2022-12-16,2.148
2022-12-23,2.393
2022-12-30,2.565
2023-01-06,2.207
2023-01-13,2.165
2023-01-20,2.172
2023-01-27,2.237
2023-02-03,2.189
2023-02-10,2.362
2023-02-17,2.438
2023-02-24,2.535
2023-03-03,2.711
2023-03-10,2.504
2023-03-17,2.102
2023-03-24,2.124
2023-03-31,2.289
2023-04-07,2.181
2023-04-14,2.436
2023-04-21,2.479
2023-04-28,2.31
2023-05-05,2.289
2023-05-12,2.274
2023-05-19,2.425
2023-05-26,2.537
2023-06-02,2.311
2023-06-09,2.375
2023-06-16,2.472
2023-06-23,2.352
2023-06-30,2.39
2023-07-07,2.634
2023-07-14,2.509
2023-07-21,2.465
2023-07-28,2.491
2023-08-04,2.559
2023-08-11,2.622
2023-08-18,2.619
2023-08-25,2.559
2023-09-01,2.546
2023-09-08,2.608
2023-09-15,2.673
2023-09-22,2.737
2023-09-29,2.838
2023-10-06,2.883
2023-10-13,2.735
2023-10-20,2.888
2023-10-27,2.83
2023-11-03,2.643
2023-11-10,2.716
2023-11-17,2.586
2023-11-24,2.642
2023-12-01,2.36
2023-12-08,2.275
2023-12-15,2.014
2023-12-22,1.977
2023-12-29,2.021
2024-01-05,2.155
2024-01-12,2.183
2024-01-19,2.34
2024-01-26,2.298
2024-02-02,2.24
2024-02-09,2.38
2024-02-16,2.401
2024-02-23,2.361
2024-03-01,2.412
2024-03-08,2.266
2024-03-15,2.441
2024-03-22,2.322
2024-03-29,2.297
2024-04-05,2.397
2024-04-12,2.358
2024-04-19,2.499
2024-04-26,2.574
2024-05-03,2.494
2024-05-10,2.516
2024-05-17,2.515
2024-05-24,2.583
2024-05-31,2.663
2024-06-07,2.618
2024-06-14,2.359
2024-06-21,2.408
2024-06-28,2.497
2024-07-05,2.553
2024-07-12,2.494
2024-07-19,2.466
2024-07-26,2.406
2024-08-02,2.172
2024-08-09,2.223
2024-08-16,2.245
2024-08-23,2.223
2024-08-30,2.298
2024-09-06,2.17
2024-09-13,2.147
2024-09-20,2.206
2024-09-27,2.132
2024-10-04,2.209
2024-10-11,2.265
2024-10-18,2.182
2024-10-25,2.29
2024-11-01,2.404
2024-11-08,2.365
2024-11-15,2.354
2024-11-22,2.241
2024-11-29,2.086
2024-12-06,2.106
2024-12-13,2.256
2024-12-20,2.283
2024-12-27,2.395
2025-01-03,2.423
2025-01-10,2.593
2025-01-17,2.532
2025-01-24,2.568
