date,INTL_UK10Y
2025-08-22,4.693
2025-08-29,4.722
2025-09-05,4.646
2025-09-12,4.671
2025-09-19,4.715
2025-09-26,4.746
2025-10-03,4.69
2025-10-10,4.675
2025-10-17,4.531
2025-10-24,4.432
2025-10-31,4.409
2025-11-07,4.466
2025-11-14,4.574
2025-11-21,4.546
2025-11-28,4.44
2025-12-05,4.476
2025-12-12,4.517
2025-12-19,4.524
2025-12-26,4.507
2026-01-02,4.537
2026-01-09,4.374
2026-01-16,4.4
2026-01-23,4.512
2026-01-30,4.522
2026-02-06,4.514
2026-02-13,4.416
2026-02-20,4.353
2026-02-27,4.233
2026-03-06,4.627
2026-03-13,4.823
2026-03-20,4.994
2026-03-27,4.974
2026-04-03,4.833
2026-04-10,4.835
2026-04-17,4.762
2026-04-24,4.912
2026-05-01,4.964
2026-05-08,4.912
2026-05-15,5.172
2026-05-22,4.897
2026-05-29,4.812
2026-06-05,4.903
