date,EQ_VIX
2014-12-19,16.489999771118164
2014-12-26,14.5
2015-01-02,17.790000915527344
2015-01-09,17.549999237060547
2015-01-16,20.950000762939453
2015-01-23,16.65999984741211
2015-01-30,20.969999313354492
2015-02-06,17.290000915527344
2015-02-13,14.6899995803833
2015-02-20,14.300000190734863
2015-02-27,13.34000015258789
2015-03-06,15.199999809265137
2015-03-13,16.0
2015-03-20,13.020000457763672
2015-03-27,15.06999969482422
2015-04-03,14.670000076293944
2015-04-10,12.579999923706056
2015-04-17,13.890000343322754
2015-04-24,12.289999961853027
2015-05-01,12.699999809265137
2015-05-08,12.859999656677246
2015-05-15,12.380000114440918
2015-05-22,12.130000114440918
2015-05-29,13.84000015258789
2015-06-05,14.210000038146973
2015-06-12,13.779999732971191
2015-06-19,13.960000038146973
2015-06-26,14.020000457763672
2015-07-03,16.790000915527344
2015-07-10,16.829999923706055
2015-07-17,11.949999809265137
2015-07-24,13.739999771118164
2015-07-31,12.119999885559082
2015-08-07,13.390000343322754
2015-08-14,12.829999923706056
2015-08-21,28.030000686645508
2015-08-28,26.049999237060547
2015-09-04,27.799999237060547
2015-09-11,23.200000762939453
2015-09-18,22.280000686645508
2015-09-25,23.6200008392334
2015-10-02,20.940000534057617
2015-10-09,17.079999923706055
2015-10-16,15.050000190734863
2015-10-23,14.460000038146973
2015-10-30,15.06999969482422
2015-11-06,14.329999923706056
2015-11-13,20.079999923706055
2015-11-20,15.470000267028809
2015-11-27,15.119999885559082
2015-12-04,14.8100004196167
2015-12-11,24.38999938964844
2015-12-18,20.700000762939453
2015-12-25,15.739999771118164
2016-01-01,18.209999084472656
2016-01-08,27.010000228881836
2016-01-15,27.020000457763672
2016-01-22,22.34000015258789
2016-01-29,20.200000762939453
2016-02-05,23.3799991607666
2016-02-12,25.399999618530273
2016-02-19,20.530000686645508
2016-02-26,19.809999465942383
2016-03-04,16.860000610351562
2016-03-11,16.5
2016-03-18,14.020000457763672
2016-03-25,14.739999771118164
2016-04-01,13.100000381469728
2016-04-08,15.359999656677246
2016-04-15,13.619999885559082
2016-04-22,13.220000267028809
2016-04-29,15.699999809265137
2016-05-06,14.720000267028809
2016-05-13,15.039999961853027
2016-05-20,15.199999809265137
2016-05-27,13.119999885559082
2016-06-03,13.470000267028809
2016-06-10,17.030000686645508
2016-06-17,19.40999984741211
2016-06-24,25.760000228881836
2016-07-01,14.770000457763672
2016-07-08,13.199999809265137
2016-07-15,12.670000076293944
2016-07-22,12.020000457763672
2016-07-29,11.869999885559082
2016-08-05,11.390000343322754
2016-08-12,11.550000190734863
2016-08-19,11.34000015258789
2016-08-26,13.649999618530272
2016-09-02,11.979999542236328
2016-09-09,17.5
2016-09-16,15.369999885559082
2016-09-23,12.289999961853027
2016-09-30,13.289999961853027
2016-10-07,13.479999542236328
2016-10-14,16.1200008392334
2016-10-21,13.34000015258789
2016-10-28,16.190000534057617
2016-11-04,22.510000228881836
2016-11-11,14.170000076293944
2016-11-18,12.850000381469728
2016-11-25,12.34000015258789
2016-12-02,14.119999885559082
2016-12-09,11.75
2016-12-16,12.199999809265137
2016-12-23,11.4399995803833
2016-12-30,14.039999961853027
2017-01-06,11.31999969482422
2017-01-13,11.229999542236328
2017-01-20,11.539999961853027
2017-01-27,10.579999923706056
2017-02-03,10.970000267028809
2017-02-10,10.850000381469728
2017-02-17,11.489999771118164
2017-02-24,11.470000267028809
2017-03-03,10.960000038146973
2017-03-10,11.65999984741211
2017-03-17,11.279999732971191
2017-03-24,12.960000038146973
2017-03-31,12.369999885559082
2017-04-07,12.869999885559082
2017-04-14,15.960000038146973
2017-04-21,14.630000114440918
2017-04-28,10.81999969482422
2017-05-05,10.56999969482422
2017-05-12,10.399999618530272
2017-05-19,12.039999961853027
2017-05-26,9.8100004196167
2017-06-02,9.75
2017-06-09,10.699999809265137
2017-06-16,10.380000114440918
2017-06-23,10.020000457763672
2017-06-30,11.18000030517578
2017-07-07,11.1899995803833
2017-07-14,9.510000228881836
2017-07-21,9.359999656677246
2017-07-28,10.289999961853027
2017-08-04,10.029999732971191
2017-08-11,15.510000228881836
2017-08-18,14.260000228881836
2017-08-25,11.279999732971191
2017-09-01,10.130000114440918
2017-09-08,12.119999885559082
2017-09-15,10.170000076293944
2017-09-22,9.59000015258789
2017-09-29,9.510000228881836
2017-10-06,9.649999618530272
2017-10-13,9.609999656677246
2017-10-20,9.970000267028809
2017-10-27,9.800000190734863
2017-11-03,9.140000343322754
2017-11-10,11.289999961853027
2017-11-17,11.43000030517578
2017-11-24,9.670000076293944
2017-12-01,11.43000030517578
2017-12-08,9.579999923706056
2017-12-15,9.420000076293944
2017-12-22,9.899999618530272
2017-12-29,11.039999961853027
2018-01-05,9.220000267028809
2018-01-12,10.15999984741211
2018-01-19,11.270000457763672
2018-01-26,11.079999923706056
2018-02-02,17.309999465942383
2018-02-09,29.059999465942383
2018-02-16,19.459999084472656
2018-02-23,16.489999771118164
2018-03-02,19.59000015258789
2018-03-09,14.640000343322754
2018-03-16,15.800000190734863
2018-03-23,24.8700008392334
2018-03-30,19.969999313354492
2018-04-06,21.489999771118164
2018-04-13,17.40999984741211
2018-04-20,16.8799991607666
2018-04-27,15.40999984741211
2018-05-04,14.770000457763672
2018-05-11,12.649999618530272
2018-05-18,13.420000076293944
2018-05-25,13.220000267028809
2018-06-01,13.460000038146973
2018-06-08,12.18000030517578
2018-06-15,11.979999542236328
2018-06-22,13.770000457763672
2018-06-29,16.09000015258789
2018-07-06,13.369999885559082
2018-07-13,12.18000030517578
2018-07-20,12.859999656677246
2018-07-27,13.029999732971191
2018-08-03,11.640000343322754
2018-08-10,13.15999984741211
2018-08-17,12.640000343322754
2018-08-24,11.989999771118164
2018-08-31,12.859999656677246
2018-09-07,14.880000114440918
2018-09-14,12.06999969482422
2018-09-21,11.68000030517578
2018-09-28,12.119999885559082
2018-10-05,14.81999969482422
2018-10-12,21.309999465942383
2018-10-19,19.88999938964844
2018-10-26,24.15999984741211
2018-11-02,19.510000228881836
2018-11-09,17.360000610351562
2018-11-16,18.13999938964844
2018-11-23,21.520000457763672
2018-11-30,18.06999969482422
2018-12-07,23.229999542236328
2018-12-14,21.6299991607666
2018-12-21,30.11000061035156
2018-12-28,28.34000015258789
2019-01-04,21.3799991607666
2019-01-11,18.190000534057617
2019-01-18,17.799999237060547
2019-01-25,17.420000076293945
2019-02-01,16.139999389648438
2019-02-08,15.720000267028809
2019-02-15,14.90999984741211
2019-02-22,13.510000228881836
2019-03-01,13.56999969482422
2019-03-08,16.049999237060547
2019-03-15,12.880000114440918
2019-03-22,16.479999542236328
2019-03-29,13.710000038146973
2019-04-05,12.81999969482422
2019-04-12,12.010000228881836
2019-04-19,12.09000015258789
2019-04-26,12.729999542236328
2019-05-03,12.869999885559082
2019-05-10,16.040000915527344
2019-05-17,15.960000038146973
2019-05-24,15.850000381469728
2019-05-31,18.709999084472656
2019-06-07,16.299999237060547
2019-06-14,15.279999732971191
2019-06-21,15.399999618530272
2019-06-28,15.079999923706056
2019-07-05,13.279999732971191
2019-07-12,12.390000343322754
2019-07-19,14.449999809265137
2019-07-26,12.15999984741211
2019-08-02,17.610000610351562
2019-08-09,17.969999313354492
2019-08-16,18.469999313354492
2019-08-23,19.8700008392334
2019-08-30,18.979999542236328
2019-09-06,15.0
2019-09-13,13.739999771118164
2019-09-20,15.31999969482422
2019-09-27,17.219999313354492
2019-10-04,17.040000915527344
2019-10-11,15.579999923706056
2019-10-18,14.25
2019-10-25,12.649999618530272
2019-11-01,12.300000190734863
2019-11-08,12.06999969482422
2019-11-15,12.050000190734863
2019-11-22,12.34000015258789
2019-11-29,12.619999885559082
2019-12-06,13.619999885559082
2019-12-13,12.630000114440918
2019-12-20,12.510000228881836
2019-12-27,13.43000030517578
2020-01-03,14.020000457763672
2020-01-10,12.5600004196167
2020-01-17,12.100000381469728
2020-01-24,14.5600004196167
2020-01-31,18.84000015258789
2020-02-07,15.470000267028809
2020-02-14,13.68000030517578
2020-02-21,17.079999923706055
2020-02-28,40.11000061035156
2020-03-06,41.939998626708984
2020-03-13,57.83000183105469
2020-03-20,66.04000091552734
2020-03-27,65.54000091552734
2020-04-03,46.79999923706055
2020-04-10,41.66999816894531
2020-04-17,38.150001525878906
2020-04-24,35.93000030517578
2020-05-01,37.189998626708984
2020-05-08,27.979999542236328
2020-05-15,31.88999938964844
2020-05-22,28.15999984741211
2020-05-29,27.510000228881836
2020-06-05,24.520000457763672
2020-06-12,36.09000015258789
2020-06-19,35.119998931884766
2020-06-26,34.72999954223633
2020-07-03,27.68000030517578
2020-07-10,27.290000915527344
2020-07-17,25.68000030517578
2020-07-24,25.84000015258789
2020-07-31,24.459999084472656
2020-08-07,22.209999084472656
2020-08-14,22.049999237060547
2020-08-21,22.540000915527344
2020-08-28,22.959999084472656
2020-09-04,30.75
2020-09-11,26.8700008392334
2020-09-18,25.829999923706055
2020-09-25,26.3799991607666
2020-10-02,27.6299991607666
2020-10-09,25.0
2020-10-16,27.40999984741211
2020-10-23,27.549999237060547
2020-10-30,38.02000045776367
2020-11-06,24.86000061035156
2020-11-13,23.100000381469727
2020-11-20,23.700000762939453
2020-11-27,20.84000015258789
2020-12-04,20.790000915527344
2020-12-11,23.309999465942383
2020-12-18,21.56999969482422
2020-12-25,21.530000686645508
2021-01-01,22.75
2021-01-08,21.559999465942383
2021-01-15,24.34000015258789
2021-01-22,21.90999984741211
2021-01-29,33.09000015258789
2021-02-05,20.8700008392334
2021-02-12,19.969999313354492
2021-02-19,22.049999237060547
2021-02-26,27.950000762939453
2021-03-05,24.65999984741211
2021-03-12,20.690000534057617
2021-03-19,20.950000762939453
2021-03-26,18.86000061035156
2021-04-02,17.329999923706055
2021-04-09,16.690000534057617
2021-04-16,16.25
2021-04-23,17.329999923706055
2021-04-30,18.61000061035156
2021-05-07,16.690000534057617
2021-05-14,18.809999465942383
2021-05-21,20.149999618530273
2021-05-28,16.760000228881836
2021-06-04,16.420000076293945
2021-06-11,15.649999618530272
2021-06-18,20.700000762939453
2021-06-25,15.619999885559082
2021-07-02,15.06999969482422
2021-07-09,16.18000030517578
2021-07-16,18.450000762939453
2021-07-23,17.200000762939453
2021-07-30,18.239999771118164
2021-08-06,16.149999618530273
2021-08-13,15.449999809265137
2021-08-20,18.559999465942383
2021-08-27,16.389999389648438
2021-09-03,16.40999984741211
2021-09-10,20.950000762939453
2021-09-17,20.809999465942383
2021-09-24,17.75
2021-10-01,21.100000381469727
2021-10-08,18.770000457763672
2021-10-15,16.299999237060547
2021-10-22,15.43000030517578
2021-10-29,16.260000228881836
2021-11-05,16.479999542236328
2021-11-12,16.290000915527344
2021-11-19,17.90999984741211
2021-11-26,28.6200008392334
2021-12-03,30.670000076293945
2021-12-10,18.690000534057617
2021-12-17,21.56999969482422
2021-12-24,17.959999084472656
2021-12-31,17.219999313354492
2022-01-07,18.760000228881836
2022-01-14,19.190000534057617
2022-01-21,28.850000381469727
2022-01-28,27.65999984741211
2022-02-04,23.219999313354492
2022-02-11,27.36000061035156
2022-02-18,27.75
2022-02-25,27.59000015258789
2022-03-04,31.979999542236328
2022-03-11,30.75
2022-03-18,23.8700008392334
2022-03-25,20.809999465942383
2022-04-01,19.6299991607666
2022-04-08,21.15999984741211
2022-04-15,22.700000762939453
2022-04-22,28.209999084472656
2022-04-29,33.400001525878906
2022-05-06,30.190000534057617
2022-05-13,28.8700008392334
2022-05-20,29.43000030517578
2022-05-27,25.719999313354492
2022-06-03,24.790000915527344
2022-06-10,27.75
2022-06-17,31.1299991607666
2022-06-24,27.229999542236328
2022-07-01,26.700000762939453
2022-07-08,24.63999938964844
2022-07-15,24.229999542236328
2022-07-22,23.030000686645508
2022-07-29,21.329999923706055
2022-08-05,21.149999618530273
2022-08-12,19.530000686645508
2022-08-19,20.600000381469727
2022-08-26,25.559999465942383
2022-09-02,25.469999313354492
2022-09-09,22.790000915527344
2022-09-16,26.299999237060547
2022-09-23,29.920000076293945
2022-09-30,31.6200008392334
2022-10-07,31.36000061035156
2022-10-14,32.02000045776367
2022-10-21,29.690000534057617
2022-10-28,25.75
2022-11-04,24.549999237060547
2022-11-11,22.520000457763672
2022-11-18,23.1200008392334
2022-11-25,20.5
2022-12-02,19.059999465942383
2022-12-09,22.829999923706055
2022-12-16,22.6200008392334
2022-12-23,20.8700008392334
2022-12-30,21.670000076293945
2023-01-06,21.1299991607666
2023-01-13,18.350000381469727
2023-01-20,19.850000381469727
2023-01-27,18.510000228881836
2023-02-03,18.329999923706055
2023-02-10,20.530000686645508
2023-02-17,20.020000457763672
2023-02-24,21.670000076293945
2023-03-03,18.489999771118164
2023-03-10,24.799999237060547
2023-03-17,25.510000228881836
2023-03-24,21.739999771118164
2023-03-31,18.700000762939453
2023-04-07,18.399999618530273
2023-04-14,17.06999969482422
2023-04-21,16.770000457763672
2023-04-28,15.779999732971191
2023-05-05,17.190000534057617
2023-05-12,17.030000686645508
2023-05-19,16.809999465942383
2023-05-26,17.950000762939453
2023-06-02,14.600000381469728
2023-06-09,13.829999923706056
2023-06-16,13.539999961853027
2023-06-23,13.4399995803833
2023-06-30,13.59000015258789
2023-07-07,14.829999923706056
2023-07-14,13.34000015258789
2023-07-21,13.600000381469728
2023-07-28,13.329999923706056
2023-08-04,17.100000381469727
2023-08-11,14.84000015258789
2023-08-18,17.299999237060547
2023-08-25,15.68000030517578
2023-09-01,13.09000015258789
2023-09-08,13.84000015258789
2023-09-15,13.789999961853027
2023-09-22,17.200000762939453
2023-09-29,17.520000457763672
2023-10-06,17.450000762939453
2023-10-13,19.31999969482422
2023-10-20,21.709999084472656
2023-10-27,21.270000457763672
2023-11-03,14.90999984741211
2023-11-10,14.170000076293944
2023-11-17,13.800000190734863
2023-11-24,12.460000038146973
2023-12-01,12.630000114440918
2023-12-08,12.350000381469728
2023-12-15,12.279999732971191
2023-12-22,13.029999732971191
2023-12-29,12.449999809265137
2024-01-05,13.350000381469728
2024-01-12,12.699999809265137
2024-01-19,13.300000190734863
2024-01-26,13.260000228881836
2024-02-02,13.850000381469728
2024-02-09,12.93000030517578
2024-02-16,14.239999771118164
2024-02-23,13.75
2024-03-01,13.109999656677246
2024-03-08,14.739999771118164
2024-03-15,14.40999984741211
2024-03-22,13.0600004196167
2024-03-29,13.010000228881836
2024-04-05,16.030000686645508
2024-04-12,17.309999465942383
2024-04-19,18.709999084472656
2024-04-26,15.029999732971191
2024-05-03,13.489999771118164
2024-05-10,12.550000190734863
2024-05-17,11.989999771118164
2024-05-24,11.93000030517578
2024-05-31,12.920000076293944
2024-06-07,12.220000267028809
2024-06-14,12.65999984741211
2024-06-21,13.199999809265137
2024-06-28,12.4399995803833
2024-07-05,12.479999542236328
2024-07-12,12.460000038146973
2024-07-19,16.520000457763672
2024-07-26,16.389999389648438
2024-08-02,23.38999938964844
2024-08-09,20.3700008392334
2024-08-16,14.800000190734863
2024-08-23,15.859999656677246
2024-08-30,15.0
2024-09-06,22.3799991607666
2024-09-13,16.559999465942383
2024-09-20,16.149999618530273
2024-09-27,16.959999084472656
2024-10-04,19.209999084472656
2024-10-11,20.459999084472656
2024-10-18,18.030000686645508
2024-10-25,20.329999923706055
2024-11-01,21.8799991607666
2024-11-08,14.9399995803833
2024-11-15,16.139999389648438
2024-11-22,15.239999771118164
2024-11-29,13.510000228881836
2024-12-06,12.770000457763672
2024-12-13,13.8100004196167
2024-12-20,18.36000061035156
2024-12-27,15.949999809265137
2025-01-03,16.1299991607666
2025-01-10,19.540000915527344
2025-01-17,15.970000267028809
2025-01-24,14.850000381469728
2025-01-31,16.43000030517578
2025-02-07,16.540000915527344
2025-02-14,14.770000457763672
2025-02-21,18.209999084472656
2025-02-28,19.6299991607666
2025-03-07,23.3700008392334
2025-03-14,21.770000457763672
2025-03-21,19.280000686645508
2025-03-28,21.649999618530273
2025-04-04,45.310001373291016
2025-04-11,37.560001373291016
2025-04-18,29.649999618530273
2025-04-25,24.84000015258789
2025-05-02,22.68000030517578
2025-05-09,21.899999618530273
2025-05-16,17.239999771118164
2025-05-23,22.290000915527344
2025-05-30,18.56999969482422
2025-06-06,16.770000457763672
2025-06-13,20.81999969482422
2025-06-20,20.6200008392334
2025-06-27,16.31999969482422
2025-07-04,16.3799991607666
2025-07-11,16.399999618530273
2025-07-18,16.40999984741211
2025-07-25,14.93000030517578
2025-08-01,20.3799991607666
2025-08-08,15.149999618530272
2025-08-15,15.09000015258789
2025-08-22,14.220000267028809
2025-08-29,15.359999656677246
2025-09-05,15.18000030517578
2025-09-12,14.760000228881836
2025-09-19,15.449999809265137
2025-09-26,15.289999961853027
2025-10-03,16.649999618530273
2025-10-10,21.65999984741211
2025-10-17,20.780000686645508
2025-10-24,16.3700008392334
2025-10-31,17.440000534057617
2025-11-07,19.079999923706055
2025-11-14,19.829999923706055
2025-11-21,23.43000030517578
2025-11-28,16.350000381469727
2025-12-05,15.40999984741211
2025-12-12,15.739999771118164
2025-12-19,14.90999984741211
2025-12-26,13.600000381469728
2026-01-02,14.510000228881836
2026-01-09,14.489999771118164
2026-01-16,15.859999656677246
2026-01-23,16.09000015258789
2026-01-30,17.440000534057617
2026-02-06,20.3700008392334
2026-02-13,20.600000381469727
2026-02-20,19.09000015258789
2026-02-27,19.86000061035156
2026-03-06,29.489999771118164
2026-03-13,27.190000534057617
2026-03-20,26.780000686645508
2026-03-27,31.049999237060547
2026-04-03,23.8700008392334
2026-04-10,19.229999542236328
2026-04-17,17.479999542236328
2026-04-24,18.709999084472656
2026-05-01,16.989999771118164
2026-05-08,17.190000534057617
2026-05-15,18.43000030517578
2026-05-22,16.700000762939453
2026-05-29,15.31999969482422
2026-06-05,21.510000228881836
