date,EQ_CYCDEF_4W
2013-04-26,-0.03106910305772015
2013-05-03,0.008928302973434832
2013-05-10,0.040389364972727604
2013-05-17,0.07807181872994362
2013-05-24,0.053314166934298246
2013-05-31,0.05999945697039577
2013-06-07,0.027964493772376642
2013-06-14,0.010422408160333352
2013-06-21,0.013834385162441842
2013-06-28,-0.016088989007171817
2013-07-05,0.004760337511501733
2013-07-12,0.00850265225714808
2013-07-19,0.0016073945181427352
2013-07-26,0.0009100856080959119
2013-08-02,-0.004051291077419972
2013-08-09,0.0043588428536129875
2013-08-16,0.019930085132354725
2013-08-23,0.027754121347629668
2013-08-30,0.007311450798022978
2013-09-06,0.018687320893798876
2013-09-13,0.014059335929578642
2013-09-20,0.014510965458418346
2013-09-27,0.0276684986964133
2013-10-04,0.018764434464277224
2013-10-11,-0.00032658882345315554
2013-10-18,0.0009553592836319957
2013-10-25,-0.0006100245281990269
2013-11-01,-0.013279496400012247
2013-11-08,0.0034612957809307954
2013-11-15,0.00019871023337070248
2013-11-22,0.004546524606104718
2013-11-29,0.02130956305465559
2013-12-06,0.007271199264838657
2013-12-13,0.01880993284346555
2013-12-20,0.021721606446691966
2013-12-27,0.02378148435454963
2014-01-03,0.03866870413364565
2014-01-10,0.010311223840715256
2014-01-17,-0.0011306800376189585
2014-01-24,-0.03303235153345663
2014-01-31,-0.047506223385378576
2014-02-07,-0.020902081425493324
2014-02-14,-0.028586751917235698
2014-02-21,-0.010041075503665509
2014-02-28,0.005662598562220067
2014-03-07,0.013420590390690545
2014-03-14,-0.0038307327606954544
2014-03-21,0.015023555513977271
2014-03-28,-0.008067487892044811
2014-04-04,-0.025136858493556957
2014-04-11,-0.02051851907097768
2014-04-18,-0.023374052728014405
2014-04-25,-0.023684051861114774
2014-05-02,-0.017859176983224923
2014-05-09,0.0028502055988570696
2014-05-16,-0.008842592754990664
2014-05-23,0.01860383832255086
2014-05-30,0.0028468483362302788
2014-06-06,0.01780004955167591
2014-06-13,0.016061962960852716
2014-06-20,-0.007415680973781091
2014-06-27,-0.0031623730659644522
2014-07-04,-0.002341392474366044
2014-07-11,-0.012666164879946873
2014-07-18,0.005648802295344257
2014-07-25,0.008466863832178095
2014-08-01,-0.010837446711461807
2014-08-08,0.008713775025818493
2014-08-15,-0.0042436553156004475
2014-08-22,0.004566331023750259
2014-08-29,0.0014954805429676643
2014-09-05,-0.009801555510932536
2014-09-12,0.0025588917790932975
2014-09-19,-0.009444699820953861
2014-09-26,-0.0026390619555433092
2014-10-03,-0.02233750729331707
2014-10-10,-0.06428461294728605
2014-10-17,-0.041437901338564176
2014-10-24,-0.046888899924296346
2014-10-31,-0.02570303720820788
2014-11-07,0.009017689474204449
2014-11-14,0.006556963269007898
2014-11-21,0.01156115369636046
2014-11-28,-0.002682217600796566
2014-12-05,0.007480817836967635
2014-12-12,-0.03168663508195024
2014-12-19,-0.025271356919536192
2014-12-26,-0.00886023669559699
2015-01-02,-0.008460642325072043
2015-01-09,-0.013395794062870836
2015-01-16,-0.046550472715651714
2015-01-23,-0.041604091772325824
2015-01-30,-0.043833024347670335
2015-02-06,0.026544263412240476
2015-02-13,0.07920708991493053
2015-02-20,0.06974231164063294
2015-02-27,0.06315266137045628
2015-03-06,0.030720749532116454
2015-03-13,0.0028766583893993225
2015-03-20,-0.015155791246362793
2015-03-27,-0.017083408378123277
2015-04-03,-0.027341006593106343
2015-04-10,-0.023134009341705397
2015-04-17,-0.0019039526853334987
2015-04-24,0.005532468267547941
2015-05-01,0.01878650289232442
2015-05-08,0.023102380768736386
2015-05-15,0.015094679539492617
2015-05-22,0.011823706139512447
2015-05-29,-0.013347952343464198
2015-06-05,0.005944576322400197
2015-06-12,0.016006580363830625
2015-06-19,0.003060585619267031
2015-06-26,0.015363431703891872
2015-07-03,-0.01874555995193694
2015-07-10,-0.03834455768520861
2015-07-17,-0.024275036344073575
2015-07-24,-0.034756379726296194
2015-07-31,-0.03453132626219513
2015-08-07,-0.02553872267013113
2015-08-14,-0.026883854464641366
2015-08-21,-0.03956188450172804
2015-08-28,-0.00970549651655439
2015-09-04,0.006306740467403427
2015-09-11,0.011032229634504231
2015-09-18,0.00933884346511471
2015-09-25,-0.015072934760284262
2015-10-02,-0.0253318743676485
2015-10-09,-7.626861025400444e-06
2015-10-16,0.009104908638758902
2015-10-23,0.03574023139951166
2015-10-30,0.04255821216975075
2015-11-06,0.03920064020359315
2015-11-13,0.03791623018644685
2015-11-20,0.025982174556028137
2015-11-27,0.01584255616350505
2015-12-04,-0.009320652018474762
2015-12-11,-0.019679124254944558
2015-12-18,-0.052027928825078895
2015-12-25,-0.0455581853088608
2016-01-01,-0.048580968764226684
2016-01-08,-0.06264854317208024
2016-01-15,-0.06045154308133105
2016-01-22,-0.0702143557920255
2016-01-29,-0.0679719968384428
2016-02-05,-0.03166800598679731
2016-02-12,-0.016538190149960608
2016-02-19,0.0037058400130676183
2016-02-26,0.01918034404624569
2016-03-04,0.03986871540309522
2016-03-11,0.04456272134467398
2016-03-18,0.05383745361787118
2016-03-25,0.019023810628025384
2016-04-01,-0.003196785455202855
2016-04-08,-0.015368756808081807
2016-04-15,-0.00840767910785245
2016-04-22,0.032006301298673545
2016-04-29,0.0292277916205822
2016-05-06,0.03166008143531962
2016-05-13,-0.010432375368241487
2016-05-20,-0.018102270369016682
2016-05-27,-0.008931561549254452
2016-06-03,-0.012281334029040858
2016-06-10,-0.005897312066896365
2016-06-17,-0.024724505066522573
2016-06-24,-0.045202708177781936
2016-07-01,-0.0398757129876689
2016-07-08,-0.029545848438723432
2016-07-15,-0.000970691942895785
2016-07-22,0.010528669433306215
2016-07-29,0.02913089654314205
2016-08-05,0.040439973430289156
2016-08-12,0.011852531811300304
2016-08-19,0.03009441954874137
2016-08-26,0.03658651155744996
2016-09-02,0.026151482006129934
2016-09-09,0.024687782474639985
2016-09-16,-0.006555557290900738
2016-09-23,-0.0255819019971798
2016-09-30,-0.005823769708210191
2016-10-07,0.012594105914050635
2016-10-14,0.02871016519712266
2016-10-21,0.040250671352884626
2016-10-28,0.015836882732646607
2016-11-04,0.005868244681169421
2016-11-11,0.07665790319429944
2016-11-18,0.0842693683669945
2016-11-25,0.09809047197489584
2016-12-02,0.10748318673643509
2016-12-09,0.0519760937931828
2016-12-16,0.008045719637294724
2016-12-23,-0.0009462842681384753
2016-12-30,-0.021495335143751237
2017-01-06,-0.030980724156079775
2017-01-13,0.006543603065536807
2017-01-20,0.00020566006630695632
2017-01-27,0.03310997731832077
2017-02-03,0.0061566471924106025
2017-02-10,-0.0031644665978496356
2017-02-17,0.001390889023596964
2017-02-24,-0.04741779093466958
2017-03-03,-0.017873366435121385
2017-03-10,-0.021170609554321818
2017-03-17,-0.021863670018726467
2017-03-24,-0.01715891679395032
2017-03-31,-0.006724090643591474
2017-04-07,-0.008043632347861873
2017-04-14,-0.026391590394567177
2017-04-21,0.008752765810913887
2017-04-28,0.0005511433526563803
2017-05-05,0.010497501596481884
2017-05-12,0.025122765392196822
2017-05-19,-0.0016293489920107262
2017-05-26,-0.014510618810190667
2017-06-02,-0.026982971018153945
2017-06-09,-0.00784664151736858
2017-06-16,-0.0011288464675860421
2017-06-23,-0.008895977523554643
2017-06-30,0.023075876853289712
2017-07-07,0.0217778826400713
2017-07-14,0.02567270869510263
2017-07-21,0.023300419943589556
2017-07-28,0.0018495071065995905
2017-08-04,-0.007516441515624139
2017-08-11,-0.024079335601506435
2017-08-18,-0.018389022086012785
2017-08-25,-0.01944848208536154
2017-09-01,-0.01969478287500981
2017-09-08,-0.026288751907352248
2017-09-15,0.0021982777822402433
2017-09-22,0.0346408782739378
2017-09-29,0.03969618408504172
2017-10-06,0.0738612664996059
2017-10-13,0.046137576565353666
2017-10-20,0.014937817163341416
2017-10-27,0.021460432734346835
2017-11-03,0.005945488303714885
2017-11-10,-0.003472784884266389
2017-11-17,-0.009357041537569555
2017-11-24,-0.01753468172286521
2017-12-01,-0.00512810558982757
2017-12-08,0.026467416455038473
2017-12-15,0.024786280297855345
2017-12-22,0.05093361912809247
2017-12-29,0.04023978477289336
2018-01-05,0.05408315684873921
2018-01-12,0.08659308808772315
2018-01-19,0.04368665865691557
2018-01-26,0.04253628968526946
2018-02-02,0.014642904878878538
2018-02-09,-0.016205401825515886
2018-02-16,-0.0006795103391223911
2018-02-23,0.016213785631100652
2018-03-02,0.0056121521585658085
2018-03-09,0.03059126174238358
2018-03-16,0.0034388761381322075
2018-03-23,-0.020794016271049265
2018-03-30,-0.02036548951470285
2018-04-06,-0.04173832114290821
2018-04-13,-0.01371505375173021
2018-04-20,0.023632585307340026
2018-04-27,0.003308359270593142
2018-05-04,0.018816691007921937
2018-05-11,0.03300661335168231
2018-05-18,0.01841711962474757
2018-05-25,0.03591996687250254
2018-06-01,0.02272985668818328
2018-06-08,0.018679639302797035
2018-06-15,-0.018260092896466018
2018-06-22,-0.03215328045628474
2018-06-29,-0.04622501695544112
2018-07-06,-0.08218452116927977
2018-07-13,-0.048416868363192145
2018-07-20,-0.013736039650624532
2018-07-27,0.006110852593992355
2018-08-03,0.0047980086519563425
2018-08-10,-0.00013431225185756013
2018-08-17,-0.03135174267554497
2018-08-24,-0.016194228385175702
2018-08-31,0.008290200278329829
2018-09-07,-0.00577373892799371
2018-09-14,0.017636618219379452
2018-09-21,0.012898363708146121
2018-09-28,-0.01419448795945677
2018-10-05,-0.011381504840942913
2018-10-12,-0.044863190735892844
2018-10-19,-0.09017877666846674
2018-10-26,-0.0866501444832618
2018-11-02,-0.05446659795115372
2018-11-09,-0.036407701951780336
2018-11-16,-0.005087254464272606
2018-11-23,-0.0009290921635187743
2018-11-30,-0.032696699624700676
2018-12-07,-0.051561489061504706
2018-12-14,-0.059783649634224445
2018-12-21,-0.046034117759478965
2018-12-28,-0.02016682444965079
2019-01-04,0.02997232230734681
2019-01-11,0.057651382766153225
2019-01-18,0.08706041630320538
2019-01-25,0.06342178076862881
2019-02-01,0.02831559308771059
2019-02-08,0.0016795528466035936
2019-02-15,-0.0029137410075268377
2019-02-22,-0.006253249875092237
2019-03-01,0.007535296090139365
2019-03-08,0.01082091597944368
2019-03-15,-0.013093106043079894
2019-03-22,-0.03290733744476737
2019-03-29,-0.01944795265080579
2019-04-05,0.02507537308649943
2019-04-12,0.04439383922599993
2019-04-19,0.08470910752039507
2019-04-26,0.05452913342148591
2019-05-03,0.013016424558210948
2019-05-10,-0.017370705072854653
2019-05-17,-0.059819084266612754
2019-05-24,-0.06418469324638687
2019-05-31,-0.053513258117631746
2019-06-07,-0.02524499396833968
2019-06-14,-0.004236493285469045
2019-06-21,0.015180771113450398
2019-06-28,0.03498969173317179
2019-07-05,0.014628059637427304
2019-07-12,0.02447128936408438
2019-07-19,0.020202996326175282
2019-07-26,0.011929230021980208
2019-08-02,-0.011036627301049373
2019-08-09,-0.02892748886606744
2019-08-16,-0.04560848028264419
2019-08-23,-0.06337383377223593
2019-08-30,-0.02611808048531694
2019-09-06,-0.006121661309513415
2019-09-13,0.045934414691761516
2019-09-20,0.028608118424008122
2019-09-27,0.011076209937490145
2019-10-04,-0.023876902403156985
2019-10-11,-0.028588890938266553
2019-10-18,-0.003828640207430678
2019-10-25,0.0068086057043827974
2019-11-01,0.03498275094854075
2019-11-08,0.04253192487668267
2019-11-15,0.023876570228822613
2019-11-22,0.006691549306966138
2019-11-29,0.005280245189539956
2019-12-06,-0.033883495855321355
2019-12-13,-0.012057142980784086
2019-12-20,-0.01444067312143238
2019-12-27,-0.010688819930915638
2020-01-03,0.006186228980923136
2020-01-10,-0.00947033448371215
2020-01-17,-0.0030671848767620524
2020-01-24,-0.026928225887744572
2020-01-31,-0.0445699383415763
2020-02-07,-0.02042889283803495
2020-02-14,-0.015124471832297148
2020-02-21,-0.0041917224965495326
2020-02-28,-0.011016654977420326
2020-03-06,-0.09063322044514532
2020-03-13,-0.09809505889097037
2020-03-20,-0.0967077668871964
2020-03-27,-0.09344566191579118
2020-04-03,-0.06819289785391014
2020-04-10,-0.003983028315284631
2020-04-17,-0.01631213725083236
2020-04-24,-0.02165599330670065
2020-05-01,0.0756241298883984
2020-05-08,0.027769962342209187
2020-05-15,0.02918603599857661
2020-05-22,0.06626690724143547
2020-05-29,0.0370407619156663
2020-06-05,0.09993965142050132
2020-06-12,0.09663394044452267
2020-06-19,0.05054360002555458
2020-06-26,0.03347775226722283
2020-07-03,-0.03549898341641955
2020-07-10,0.0019367672834418315
2020-07-17,-0.0015714215873494641
2020-07-24,0.010332021079971998
2020-07-31,-0.0021538929882292113
2020-08-07,0.012151152677611687
2020-08-14,0.038534278319843684
2020-08-21,0.02529993097706762
2020-08-28,0.06403662851997716
2020-09-04,0.0401024813411327
2020-09-11,0.022047639928705065
2020-09-18,0.03483995237867765
2020-09-25,-0.013387694744624201
2020-10-02,-0.010225711988030906
2020-10-09,-0.011985221627857978
2020-10-16,-0.02397003380867324
2020-10-23,0.0020966814106617715
2020-10-30,-0.011024336993075146
2020-11-06,-0.0012530810769979528
2020-11-13,0.013688321567859152
2020-11-20,0.048951867141726835
2020-11-27,0.09371805166033953
2020-12-04,0.07458509944753056
2020-12-11,0.05535102047720131
2020-12-18,0.02405660557714473
2020-12-25,0.00642823878574883
2021-01-01,0.0028182044574547316
2021-01-08,0.04547247369729157
2021-01-15,0.03441624218662853
2021-01-22,0.023917051158883762
2021-01-29,-0.004218571966763451
2021-02-05,-0.0027846731688984105
2021-02-12,0.013120454513532276
2021-02-19,0.04261666757619598
2021-02-26,0.0861403359996824
2021-03-05,0.050900978236281924
2021-03-12,0.05903819059197313
2021-03-19,0.020536091117330235
2021-03-26,-0.006269568820464366
2021-04-02,0.0007897627241504335
2021-04-09,-0.008290181697509835
2021-04-16,-0.009041194977856604
2021-04-23,0.0033460288187228127
2021-04-30,0.00988850147856346
2021-05-07,0.025341839806325428
2021-05-14,0.024618596180215224
2021-05-21,0.010035867880547444
2021-05-28,0.019571691958335302
2021-06-04,-0.00016025362933524967
2021-06-11,-0.01065370819087652
2021-06-18,-0.013364864062331061
2021-06-25,-0.018156447955087085
2021-07-02,-0.019879723060148846
2021-07-09,-0.0040951226906909
2021-07-16,-0.016653963691827922
2021-07-23,-0.027956073955153427
2021-07-30,-0.02791531268699976
2021-08-06,-0.019941172334260404
2021-08-13,0.013921241371007254
2021-08-20,-0.03350247645713189
2021-08-27,0.007920269200657026
2021-09-03,-0.017657283127550993
2021-09-10,-0.013716630464286617
2021-09-17,0.026248105523935084
2021-09-24,0.00124108666123246
2021-10-01,0.034473647135056074
2021-10-08,0.03796921773014017
2021-10-15,0.05123931194338471
2021-10-22,0.0346039242434415
2021-10-29,0.026495758655134427
2021-11-05,0.03658612801164751
2021-11-12,0.02162457136681417
2021-11-19,0.019380925339882227
2021-11-26,-0.002409151816915478
2021-12-03,-0.030774230180875106
2021-12-10,-0.03429804208977272
2021-12-17,-0.07212211290299642
2021-12-24,-0.044612214570118436
2021-12-31,-0.03890598407832524
2022-01-07,-0.009927111715932968
2022-01-14,0.029832064759133692
2022-01-21,-0.02596314336984873
2022-01-28,-0.021957266848063983
2022-02-04,-0.03685860994151724
2022-02-11,-0.025096607560274653
2022-02-18,0.01602338189328889
2022-02-25,0.0014408837516468598
2022-03-04,-0.04744853597686349
2022-03-11,-0.04881407290531137
2022-03-18,-0.020021225533967346
2022-03-25,0.002160209784880518
2022-04-01,0.007903183240494327
2022-04-08,-0.04927143612324292
2022-04-15,-0.06855906476356566
2022-04-22,-0.07291586708371789
2022-04-29,-0.049560268084075876
2022-05-06,-0.012377491726950463
2022-05-13,-0.04246874258818223
2022-05-20,-0.049224918088840885
2022-05-27,-0.01634959830511451
2022-06-03,0.0015329201370380963
2022-06-10,0.0011882947966234125
2022-06-17,0.008992338062720373
2022-06-24,-0.034738697581323974
2022-07-01,-0.08668479638857629
2022-07-08,-0.04883072064566085
2022-07-15,-0.059244572159874664
2022-07-22,0.011006505993483184
2022-07-29,0.0667233378158032
2022-08-05,0.04954421050491087
2022-08-12,0.08843679228351342
2022-08-19,0.01031495967156193
2022-08-26,0.0004965966076241335
2022-09-02,-0.01435391246873774
2022-09-09,-0.0254222278503049
2022-09-16,-0.02020653610192269
2022-09-23,-0.04931407068042537
2022-09-30,-0.009959164104630158
2022-10-07,-0.003491457915536067
2022-10-14,0.0016782775499463165
2022-10-21,0.060411587785758836
2022-10-28,0.02167286700463955
2022-11-04,0.002015786728594593
2022-11-11,0.06239531083832883
2022-11-18,0.00014714392598302872
2022-11-25,0.010437245580753762
2022-12-02,0.009772933405328477
2022-12-09,-0.05750220116977667
2022-12-16,-0.04170226097545027
2022-12-23,-0.05132992969594041
2022-12-30,-0.04759888632599474
2023-01-06,-0.0006800647829903195
2023-01-13,0.05053186018383582
2023-01-20,0.06833427022692784
2023-01-27,0.09913893097737936
2023-02-03,0.0908308862570264
2023-02-10,0.04363686903253394
2023-02-17,0.03716717815950388
2023-02-24,0.0032988152399425763
2023-03-03,0.014092852188730354
2023-03-10,-0.014843106210902124
2023-03-17,-0.05587036954928637
2023-03-24,-0.05411925225759362
2023-03-31,-0.05891348922264572
2023-04-07,-0.06805358290328112
2023-04-14,0.003142077728202297
2023-04-21,-0.004389874298367458
2023-04-28,-0.02733885127591562
2023-05-05,0.006637450375986953
2023-05-12,-0.021346366189843646
2023-05-19,0.020884944859354104
2023-05-26,0.034503045555857814
2023-06-02,0.0625936175250088
2023-06-09,0.07945702546062705
2023-06-16,0.05314189318645379
2023-06-23,0.03260367426558042
2023-06-30,0.04387200634033639
2023-07-07,0.03691558755031721
2023-07-14,0.03261055425882309
2023-07-21,0.01900997445514041
2023-07-28,0.0062795172089809
2023-08-04,0.01818334076115491
2023-08-11,-0.004304246885874052
2023-08-18,0.004968995476305804
2023-08-25,-0.004108420374952737
2023-09-01,0.013165453408686023
2023-09-08,0.013758278201570828
2023-09-15,0.020086493349060097
2023-09-22,-0.008779407403206707
2023-09-29,-0.012036211511886274
2023-10-06,0.013303035743883362
2023-10-13,0.005338639391220368
2023-10-20,0.0038393674970030878
2023-10-27,-0.02826666525756294
2023-11-03,-0.020547716158458407
2023-11-10,0.003749301939248273
2023-11-17,0.04540185292714494
2023-11-24,0.04517356897628755
2023-12-01,0.035377785252932226
2023-12-08,0.027151453063988473
2023-12-15,0.034874997932974994
2023-12-22,0.04486688473378475
2023-12-29,0.022081422302855147
2024-01-05,-0.011804166753621503
2024-01-12,-0.034853806778085805
2024-01-19,-0.01987625123003256
2024-01-26,-0.011826904021047135
2024-02-02,0.019766778625076586
2024-02-09,0.03487788309219153
2024-02-16,0.016818917879451556
2024-02-23,0.018359196704175185
2024-03-01,0.03400123774497832
2024-03-08,0.006258731229111136
2024-03-15,0.009130951118528463
2024-03-22,0.020741486635420303
2024-03-29,-0.0032215308317076197
2024-04-05,0.020797809829779634
2024-04-12,0.011069824342419876
2024-04-19,-0.0277398420735524
2024-04-26,-0.015514973521085884
2024-05-03,-0.03950648900128806
2024-05-10,-0.04324276425168416
2024-05-17,-0.02417063070797809
2024-05-24,-0.03064408662538587
2024-05-31,-0.023018946122798534
2024-06-07,-0.015675050233708854
2024-06-14,-0.011148494358120153
2024-06-21,0.0022179918449103386
2024-06-28,0.010503610079336756
2024-07-05,0.01843431123883521
2024-07-12,0.022608915519672257
2024-07-19,0.010784705138391804
2024-07-26,-0.0008292457042227142
2024-08-02,-0.05608560541591823
2024-08-09,-0.05014560649955779
2024-08-16,-0.037372933826313126
2024-08-23,-0.023460277327541634
2024-08-30,0.030147137793149703
2024-09-06,-0.005677697338167587
2024-09-13,-0.009588726466992492
2024-09-20,0.0050059467060223906
2024-09-27,0.015558213091066309
2024-10-04,0.049432663965534474
2024-10-11,0.049364666264318346
2024-10-18,0.03344661616740052
2024-10-25,0.01902748100609508
2024-11-01,0.026534652456838836
2024-11-08,0.052073902233102154
2024-11-15,0.05657604915998671
2024-11-22,0.05919398817466015
2024-11-29,0.043306477947457456
2024-12-06,0.021487929070928113
2024-12-13,0.015088003510960624
2024-12-20,0.005120099067385975
2024-12-27,0.010311253392954245
2025-01-03,-0.017386433714868366
2025-01-10,-0.0217291385164885
2025-01-17,0.017583635413727094
2025-01-24,0.015742022394708455
2025-01-31,0.02393393245784403
2025-02-07,0.014494540563449121
2025-02-14,-0.017343822960365074
2025-02-21,-0.053308220349840396
2025-02-28,-0.04577636001420071
2025-03-07,-0.05977952593678393
2025-03-14,-0.06725682454278037
2025-03-21,-0.024650917462150423
2025-03-28,-0.034383086865330204
2025-04-04,-0.052698504710549154
2025-04-11,-0.020584071615193378
2025-04-18,-0.039632336858733797
2025-04-25,-0.0023213247995840236
2025-05-02,0.07042595025836662
2025-05-09,0.05827614644511292
2025-05-16,0.11244367838119151
2025-05-23,0.06313606457357768
2025-05-30,0.04095125831059088
2025-06-06,0.03348764275383598
2025-06-13,-0.0157344457451698
2025-06-20,0.004155392567567473
2025-06-27,0.027594982980290395
2025-07-04,0.02779641263838495
2025-07-11,0.04364132273828969
2025-07-18,0.0390306415826327
2025-07-25,0.017615575257520222
2025-08-01,-0.02347333989590572
2025-08-08,-0.01597950575471041
2025-08-15,-0.018663267475304668
2025-08-22,-0.008496781928010178
2025-08-29,0.03749232095979105
2025-09-05,0.026498434614830035
2025-09-12,0.02606075257551732
2025-09-19,0.027148124666800055
2025-09-26,0.0034704529579872023
2025-10-03,-0.023114009689508164
2025-10-10,-0.05555828708383592
2025-10-17,-0.07222896041691862
2025-10-24,-0.049868327690979486
2025-10-31,-0.0068507692657683306
2025-11-07,0.012045669833827377
2025-11-14,-0.003711867610229125
2025-11-21,-0.037573583287460965
2025-11-28,-0.04045315134869987
2025-12-05,0.005015706930052488
2025-12-12,0.03894522361869068
2025-12-19,0.06512617404628196
2025-12-26,0.05660354214363417
2026-01-02,0.01614635733794989
2026-01-09,0.029900139052650987
2026-01-16,0.009780359597741262
2026-01-23,0.0010245502423968933
2026-01-30,0.004316266023111304
2026-02-06,-0.02938261136418041
2026-02-13,-0.04986256569020853
2026-02-20,-0.028005148733478702
2026-02-27,-0.05279595399998227
2026-03-06,-0.043267026925524754
2026-03-13,-0.026141662191489834
2026-03-20,-0.025278870768154604
2026-03-27,-0.008337331921640878
2026-04-03,0.003875576252855173
2026-04-10,0.052159126633724795
2026-04-17,0.06541594981843613
2026-04-24,0.07343370862379994
2026-05-01,0.04789536011119555
2026-05-08,0.03652883740559543
2026-05-15,-0.008779353267690082
2026-05-22,-0.018807555191315495
2026-05-29,0.012961202775332747
2026-06-05,-0.02513831413089096
